transaction_id,amount,category,merchant,payment_method,location,is_fraud,year,month,day
635,36360,3,8,2,3,1,2026,2,12
636,51368,4,0,1,3,0,2026,2,14
637,7789,5,18,1,0,0,2026,6,26
638,1951,5,1,2,4,0,2026,3,27
639,5471,0,20,1,1,0,2026,3,22
640,3405,5,14,2,4,0,2026,2,3
641,33462,3,13,1,4,0,2026,6,28
642,15227,1,3,0,4,0,2026,4,19
643,2410,5,18,0,4,0,2026,4,7
644,6302,1,12,1,1,0,2026,1,23
645,14519,3,11,1,4,0,2026,3,5
646,19023,3,13,0,1,0,2026,6,24
647,18052,3,13,2,2,0,2026,5,8
648,30535,3,11,0,4,0,2026,2,11
649,17944,0,20,2,4,0,2026,1,3
650,1454,2,16,0,1,0,2026,3,15
651,12804,1,12,0,3,0,2026,1,4
652,20245,4,4,2,4,0,2026,1,8
653,4453,0,5,1,3,0,2026,2,19
654,29707,3,11,2,0,0,2026,5,8
655,5951,0,9,0,0,0,2026,2,9
656,7427,2,2,1,4,0,2026,2,28
657,13199,0,9,2,4,0,2026,6,13
658,1896,2,16,0,3,0,2026,3,17
659,12199,3,8,1,1,0,2026,3,15
660,9882,0,20,1,1,0,2026,1,8
661,4096,3,8,1,3,0,2026,4,17
662,42553,4,0,1,4,0,2026,5,8
663,7713,2,2,0,0,0,2026,3,28
664,17238,0,5,1,4,0,2026,5,5
665,4317,1,3,1,4,0,2026,5,6
666,36579,3,11,0,3,0,2026,3,11
667,7077,5,1,1,2,0,2026,2,3
668,6266,5,14,2,4,0,2026,6,21
669,18650,0,9,0,0,0,2026,2,10
670,7254,2,15,1,0,0,2026,4,15
671,35918,3,11,1,1,1,2026,1,24
672,1314,2,15,1,4,0,2026,6,25
673,1241,5,14,1,3,0,2026,2,18
674,36161,4,17,2,4,0,2026,4,28
675,7678,2,15,1,1,0,2026,5,12
676,13934,0,5,0,4,0,2026,2,26
677,44980,4,6,2,2,0,2026,2,10
678,37719,3,11,1,0,0,2026,5,29
679,2456,5,19,0,2,0,2026,2,15
680,7198,5,14,0,1,0,2026,3,13
681,7147,2,2,1,4,0,2026,4,16
682,4397,5,18,0,0,0,2026,3,21
683,5044,5,19,0,0,0,2026,1,22
684,34473,3,13,0,2,0,2026,1,17
685,13887,0,9,1,1,0,2026,5,4
686,6270,1,3,0,4,0,2026,2,16
687,30806,3,13,2,4,0,2026,6,28
688,20409,0,20,2,0,0,2026,2,25
689,3472,2,10,2,3,0,2026,5,8
690,30839,4,17,0,2,0,2026,1,31
691,3538,5,18,1,2,0,2026,5,9
692,22062,3,11,0,0,0,2026,5,22
693,12749,0,20,1,2,0,2026,5,31
694,9839,4,17,1,2,0,2026,5,30
695,4726,5,1,1,4,0,2026,2,5
696,22343,4,6,1,4,0,2026,4,15
697,2603,0,5,0,3,1,2026,1,28
698,17618,0,5,2,1,0,2026,6,8
699,35431,4,17,2,0,1,2026,3,4
700,7411,1,12,0,0,0,2026,2,11
701,8872,0,5,2,0,0,2026,6,10
702,14436,4,17,1,4,0,2026,3,14
703,11083,3,8,0,1,0,2026,5,17
704,34152,3,8,2,2,0,2026,3,20
705,13022,1,7,0,1,0,2026,3,29
706,7870,0,5,0,4,0,2026,5,25
707,7105,5,14,2,0,0,2026,2,12
708,3617,1,3,1,3,0,2026,1,15
709,20757,3,13,1,2,0,2026,2,23
710,7652,2,15,0,4,1,2026,5,28
711,4361,2,10,2,3,0,2026,1,6
712,9981,4,17,0,2,0,2026,1,27
713,757,5,19,1,3,0,2026,2,20
714,3746,2,10,2,4,0,2026,6,3
715,2726,0,20,1,2,0,2026,2,8
716,1970,1,12,2,1,0,2026,6,28
717,47504,4,4,2,4,0,2026,4,29
718,3069,5,18,2,2,0,2026,5,5
719,25485,4,6,1,4,0,2026,6,22
720,27375,3,8,1,4,0,2026,5,15
721,6908,4,6,1,0,0,2026,2,25
722,6675,2,16,0,0,0,2026,6,17
723,52436,4,6,2,0,0,2026,3,30
724,27013,4,6,0,3,0,2026,1,14
725,13218,3,13,2,1,1,2026,4,26
726,8459,0,20,1,2,0,2026,1,14
727,6569,5,19,0,2,0,2026,1,28
728,3086,2,15,2,4,0,2026,3,18
729,2832,5,18,0,4,0,2026,3,4
730,10894,1,3,1,3,0,2026,6,23
731,2371,2,15,2,2,0,2026,2,7
732,6011,0,20,1,4,0,2026,5,31
733,7414,2,15,2,0,0,2026,4,20
734,34461,3,13,2,4,0,2026,6,10
735,6887,1,7,1,1,0,2026,5,5
736,5838,5,14,0,2,0,2026,1,15
737,50454,4,0,1,1,1,2026,3,25
738,4804,2,15,1,4,0,2026,4,30
739,7409,2,10,2,3,0,2026,4,23
740,3299,0,20,1,1,0,2026,6,8
741,2557,5,18,0,0,0,2026,2,13
742,4242,0,9,1,0,0,2026,4,28
743,20534,0,5,1,0,0,2026,1,4
744,39676,3,13,0,1,0,2026,4,1
745,18357,3,13,1,2,0,2026,1,30
746,7541,0,5,2,0,0,2026,5,13
747,35362,4,6,1,1,0,2026,6,26
748,2740,5,18,1,2,0,2026,2,18
749,5480,5,1,0,4,0,2026,6,20
750,28028,3,8,0,3,0,2026,6,11
751,14839,0,9,2,2,0,2026,2,6
752,9385,1,3,0,1,0,2026,5,20
753,6192,5,19,0,1,0,2026,2,3
754,9475,1,7,1,1,0,2026,3,21
755,7802,2,2,0,1,0,2026,5,3
756,33571,4,0,1,2,0,2026,3,16
757,18756,0,5,2,4,0,2026,6,9
758,7650,5,1,0,4,0,2026,5,10
759,3464,5,18,0,3,0,2026,5,20
760,7643,5,18,1,0,0,2026,4,17
761,4559,2,16,0,3,0,2026,3,21
762,1759,2,16,2,2,0,2026,6,10
763,4691,1,12,2,4,0,2026,4,2
764,5037,1,7,0,0,0,2026,1,30
765,7823,4,17,2,0,0,2026,1,2
766,31217,3,8,2,4,0,2026,5,3
767,5258,5,18,2,3,0,2026,3,11
768,22437,3,11,0,4,0,2026,3,24
769,694,2,10,0,0,0,2026,6,2
770,18166,4,17,2,2,0,2026,3,24
771,9989,4,17,0,0,0,2026,4,1
772,6817,2,16,1,2,0,2026,6,7
773,7563,5,14,1,0,1,2026,5,4
774,1628,1,12,2,4,0,2026,2,20
775,18033,0,9,0,3,0,2026,5,28
776,24040,4,4,2,1,0,2026,4,16
777,28024,4,17,1,0,0,2026,1,27
778,5855,2,15,0,4,0,2026,4,15
779,15442,0,5,0,0,0,2026,4,27
780,2778,2,16,1,3,0,2026,2,12
781,13671,1,3,2,3,0,2026,2,7
782,55854,4,0,1,3,1,2026,6,28
783,6823,1,12,1,3,0,2026,5,4
784,18684,3,11,0,4,0,2026,6,24
785,53637,4,0,1,2,0,2026,1,19
786,6274,4,6,1,3,0,2026,4,8
787,18205,3,13,1,1,0,2026,4,27
788,5799,2,15,0,2,0,2026,2,12
789,21915,0,9,2,0,0,2026,2,5
790,34260,4,4,0,2,1,2026,6,26
791,32275,4,6,0,0,1,2026,2,18
792,55460,4,17,0,1,0,2026,4,23
793,12489,1,12,2,3,0,2026,1,5
794,24556,0,5,0,4,0,2026,1,26
795,3633,0,5,0,3,0,2026,1,1
796,57830,4,6,2,4,0,2026,3,15
797,1170,0,9,2,4,0,2026,6,26
798,6703,5,19,1,2,0,2026,5,18
799,6081,2,15,1,0,0,2026,2,5
800,9863,4,4,1,1,0,2026,3,4
801,5179,4,4,0,1,0,2026,3,25
802,7447,2,15,1,2,0,2026,2,23
803,5459,5,14,0,1,0,2026,3,21
804,21669,0,5,2,4,0,2026,5,29
805,6021,0,9,1,1,0,2026,1,12
806,8723,1,7,1,0,0,2026,6,3
807,5562,2,15,0,2,0,2026,4,27
808,4324,5,18,0,0,0,2026,1,17
809,7213,5,18,2,4,0,2026,4,4
810,34437,3,11,1,0,0,2026,6,5
811,12156,1,3,0,1,0,2026,1,8
812,32438,3,13,0,1,0,2026,1,24
813,3607,2,10,2,1,0,2026,6,14
814,3952,5,14,1,3,0,2026,4,30
815,8567,0,5,0,0,0,2026,3,11
816,7557,2,15,0,0,0,2026,4,22
817,4693,2,16,0,0,0,2026,6,6
818,36819,4,0,0,4,0,2026,1,24
819,11846,1,3,2,3,0,2026,6,26
820,5250,5,1,1,4,0,2026,3,23
821,4274,0,9,2,3,0,2026,6,9
822,19004,1,12,2,1,0,2026,2,13
823,4043,2,15,2,4,0,2026,1,17
824,7180,2,2,2,4,0,2026,1,9
825,27164,3,13,2,4,0,2026,2,25
826,3871,1,12,0,0,0,2026,1,1
827,713,5,18,0,4,0,2026,4,25
828,1259,1,7,1,0,0,2026,1,1
829,1666,2,15,2,4,0,2026,2,25
830,8434,0,20,0,2,0,2026,4,11
831,16324,4,6,1,2,0,2026,5,30
832,2035,5,19,1,0,0,2026,5,16
833,42953,4,6,0,0,0,2026,4,1
834,5629,2,16,0,2,0,2026,4,1
835,19927,3,11,1,0,0,2026,2,16
836,4866,5,1,1,3,0,2026,1,14
837,2299,2,15,1,3,0,2026,5,29
838,3846,5,19,2,1,0,2026,3,6
839,58241,4,0,0,2,1,2026,4,18
840,7686,1,12,1,3,0,2026,5,30
841,1113,1,12,1,4,0,2026,3,1
842,27399,4,6,0,0,0,2026,2,27
843,23926,0,20,1,2,0,2026,2,1
844,4175,5,19,1,2,0,2026,1,13
845,21365,0,20,0,3,0,2026,3,27
846,6082,0,20,1,4,0,2026,5,13
847,7563,5,18,2,1,0,2026,1,23
848,31268,3,11,1,1,0,2026,5,25
849,5899,2,10,1,2,0,2026,6,29
850,25785,3,8,1,3,0,2026,4,23
851,1018,2,2,0,2,0,2026,4,20
852,34057,3,11,0,2,0,2026,6,25
853,1037,2,16,0,2,0,2026,5,26
854,7246,2,10,2,0,0,2026,2,22
855,53331,4,17,0,2,0,2026,4,28
856,29821,3,13,0,3,0,2026,2,20
857,4372,5,1,0,0,0,2026,2,5
858,3763,3,8,1,0,0,2026,3,11
859,22058,0,20,1,2,1,2026,6,28
860,5109,5,1,2,1,0,2026,5,22
861,20950,0,9,1,1,0,2026,4,11
862,8317,1,7,2,2,0,2026,3,17
863,3730,5,1,1,2,0,2026,1,31
864,5403,1,12,2,4,0,2026,5,24
865,34083,4,4,0,0,0,2026,2,20
866,4564,2,15,2,4,1,2026,5,29
867,58659,4,0,1,1,0,2026,3,18
868,4523,3,11,1,3,0,2026,5,10
869,15833,4,17,0,1,0,2026,2,3
870,790,5,18,1,3,0,2026,4,4
871,2914,2,2,2,1,0,2026,3,22
872,10038,0,20,0,4,0,2026,6,7
873,7535,0,9,2,2,0,2026,2,9
874,23368,0,9,0,3,0,2026,6,24
875,4808,2,2,0,0,0,2026,5,9
876,27149,4,0,1,4,0,2026,2,12
877,17766,1,7,0,1,1,2026,4,14
878,49097,4,4,1,4,1,2026,4,16
879,14631,1,12,2,3,0,2026,5,13
880,2840,5,1,0,4,0,2026,5,26
881,14843,1,7,1,1,0,2026,5,17
882,54266,4,6,2,3,1,2026,5,15
883,32561,3,13,2,2,1,2026,6,27
884,5069,0,5,1,1,0,2026,4,6
885,3257,2,2,1,0,0,2026,3,12
886,8886,0,9,1,2,0,2026,4,13
887,3578,3,8,2,2,1,2026,4,15
888,59685,4,4,1,2,1,2026,1,20
889,461,5,14,2,2,0,2026,1,17
890,1815,2,10,0,0,0,2026,2,4
891,8228,1,7,2,3,0,2026,5,10
892,21613,0,20,2,0,0,2026,3,31
893,1909,5,14,0,0,0,2026,3,18
894,13258,1,3,0,4,0,2026,1,25
895,3843,0,5,1,2,0,2026,6,9
896,7240,5,18,1,4,0,2026,6,7
897,55806,4,6,0,1,0,2026,1,12
898,2199,1,12,2,0,0,2026,4,9
899,19343,0,9,2,1,0,2026,5,20
900,7318,5,18,1,2,0,2026,5,18
901,34843,3,13,2,1,0,2026,6,12
902,4767,2,10,2,1,0,2026,5,9
903,7140,1,3,1,4,0,2026,2,8
904,2024,5,18,0,0,0,2026,2,16
905,2403,5,1,2,0,0,2026,4,8
906,505,5,1,1,0,0,2026,1,19
907,25198,3,11,0,1,0,2026,1,12
908,12777,1,12,2,2,0,2026,4,18
909,12521,0,5,0,0,0,2026,6,9
910,44847,4,4,1,3,1,2026,3,13
911,44439,4,6,2,0,0,2026,3,27
912,8469,0,9,1,3,0,2026,1,12
913,3628,2,16,0,3,0,2026,6,1
914,6087,2,2,2,4,0,2026,1,4
915,17922,0,20,1,0,0,2026,3,24
916,12875,1,7,0,1,0,2026,5,13
917,35923,4,4,2,1,0,2026,4,3
918,9340,0,20,2,2,0,2026,5,11
919,5438,5,18,1,3,0,2026,5,26
920,3530,1,3,0,0,0,2026,1,10
921,11406,1,3,1,3,0,2026,6,9
922,50708,4,0,1,1,0,2026,1,1
923,13012,3,13,1,3,0,2026,1,29
924,18235,3,11,1,0,0,2026,1,7
925,13058,1,7,1,2,0,2026,5,10
926,7544,1,12,0,0,0,2026,4,29
927,5134,1,3,2,3,0,2026,1,19
928,16053,3,8,0,2,0,2026,4,16
929,1145,2,10,0,4,0,2026,4,17
930,32180,3,8,0,3,0,2026,4,6
931,34789,4,6,1,3,0,2026,6,4
932,2245,2,10,0,1,0,2026,1,19
933,10390,1,3,1,2,0,2026,1,12
934,9174,0,9,1,0,0,2026,3,14
935,578,2,15,2,2,0,2026,6,18
936,23895,4,4,2,1,0,2026,6,11
937,18409,0,20,0,1,0,2026,5,1
938,10924,3,13,1,4,0,2026,5,24
939,7404,2,15,0,2,1,2026,2,28
940,596,2,2,2,4,0,2026,5,8
941,25218,4,4,0,2,0,2026,5,11
942,37096,4,0,0,3,0,2026,4,18
943,13791,1,7,1,0,0,2026,3,24
944,14690,4,6,2,0,0,2026,2,6
945,5436,5,18,1,0,0,2026,3,18
946,22009,3,11,0,4,0,2026,1,5
947,10877,1,3,1,1,0,2026,5,3
948,25226,3,11,2,4,0,2026,2,1
949,1050,2,2,2,3,0,2026,5,3
950,4190,1,12,2,4,1,2026,1,14
951,39389,3,13,0,4,0,2026,1,1
952,15285,1,12,2,3,1,2026,4,28
953,10936,3,13,0,3,0,2026,3,5
954,13788,0,20,1,0,0,2026,3,11
955,33172,4,4,2,2,0,2026,2,28
956,6170,2,15,1,4,0,2026,5,9
957,7172,5,18,0,2,0,2026,6,5
958,50832,4,0,0,0,0,2026,1,8
959,4066,3,8,2,2,1,2026,2,6
960,1380,5,19,2,1,0,2026,4,28
961,34969,3,13,1,3,0,2026,4,13
962,5670,0,5,0,3,0,2026,5,15
963,17543,4,4,0,2,0,2026,4,28
964,16240,0,9,0,0,0,2026,2,27
965,1262,2,16,2,0,1,2026,3,31
966,6357,0,5,1,4,0,2026,5,4
967,1434,0,20,2,4,0,2026,3,15
968,6641,2,16,1,4,0,2026,4,16
969,13090,3,11,0,2,0,2026,4,11
970,26879,3,13,2,3,0,2026,6,7
971,3681,2,2,0,0,0,2026,4,28
972,3291,5,14,1,0,0,2026,5,21
973,9875,0,5,2,0,0,2026,3,30
974,5796,5,14,2,1,0,2026,3,29
975,7411,0,5,0,4,0,2026,1,28
976,6573,2,16,1,0,0,2026,6,1
977,36057,3,11,1,4,0,2026,5,11
978,5550,0,20,1,1,0,2026,4,2
979,1802,0,20,1,4,0,2026,2,7
980,1283,1,3,2,4,0,2026,5,8
981,1002,5,19,1,3,0,2026,4,15
982,17063,1,3,0,0,0,2026,3,8
983,25176,3,8,0,2,0,2026,6,26
984,7708,2,10,1,4,0,2026,5,27
985,34536,4,17,2,2,0,2026,1,19
986,2304,5,18,2,3,0,2026,4,29
987,3062,1,3,2,3,1,2026,5,5
988,817,5,1,0,0,0,2026,1,14
989,4150,2,2,2,2,0,2026,4,19
990,22798,3,13,0,1,0,2026,6,24
991,20613,3,13,2,1,0,2026,5,29
992,20686,0,5,2,2,0,2026,5,27
993,4318,2,10,1,0,0,2026,5,22
994,20745,3,13,1,4,0,2026,5,11
995,6691,5,14,0,3,0,2026,2,26
996,7910,5,1,2,4,0,2026,2,13
997,22785,4,4,1,1,0,2026,5,30
998,7621,1,12,1,2,0,2026,1,23
999,20612,0,20,1,2,0,2026,3,3
1000,27422,3,8,1,3,0,2026,1,28
1001,2931,2,2,0,3,0,2026,5,11
1002,11998,0,9,2,1,0,2026,1,27
1003,14593,1,7,2,0,1,2026,2,15
1004,26909,4,0,2,4,0,2026,3,27
1005,17821,0,9,0,1,0,2026,3,11
1006,991,2,10,0,3,0,2026,5,14
1007,39202,3,13,2,2,1,2026,6,26
1008,7354,2,2,1,0,0,2026,3,3
1009,13980,0,9,2,0,0,2026,4,24
1010,5670,5,1,2,3,0,2026,1,9
1011,2553,2,15,2,3,0,2026,3,4
1012,728,2,15,1,3,0,2026,6,13
1013,13639,3,11,0,1,1,2026,1,30
1014,11989,3,13,1,1,0,2026,2,27
1015,6911,5,14,1,1,0,2026,5,11
1016,6006,0,20,1,3,0,2026,2,14
1017,30001,3,11,0,3,0,2026,1,29
1018,26852,3,13,0,3,0,2026,3,31
1019,16958,1,3,1,1,0,2026,1,9
1020,24265,0,9,0,1,0,2026,2,17
1021,4015,0,20,2,3,0,2026,3,21
1022,21566,0,20,1,4,0,2026,6,10
1023,7225,2,16,1,3,0,2026,2,25
1024,8910,1,3,2,1,0,2026,5,6
1025,18609,0,9,1,4,0,2026,6,3
1026,2608,2,16,1,4,0,2026,6,26
1027,3784,2,16,2,2,0,2026,5,15
1028,2723,2,16,0,4,0,2026,1,26
1029,7200,2,2,0,3,0,2026,4,15
1030,13463,1,3,1,0,0,2026,1,9
1031,14737,0,20,2,2,0,2026,2,24
1032,2253,2,16,2,2,0,2026,4,25
1033,1316,2,16,0,3,1,2026,4,6
1034,50115,4,4,1,2,0,2026,2,3
1035,5353,2,16,1,0,0,2026,1,31
1036,2524,2,16,2,0,0,2026,4,4
1037,16925,0,20,1,0,0,2026,4,16
1038,38762,4,4,0,2,0,2026,4,9
1039,6098,5,19,1,2,0,2026,3,24
1040,6286,2,16,1,3,0,2026,4,11
1041,7054,2,2,0,2,0,2026,1,6
1042,24096,3,13,1,4,0,2026,3,21
1043,6715,0,20,1,4,0,2026,2,11
1044,6636,2,2,0,2,0,2026,4,10
1045,36008,4,17,0,4,0,2026,4,22
1046,3603,1,7,2,1,0,2026,6,21
1047,20159,0,20,0,2,0,2026,4,26
1048,1923,0,20,1,4,0,2026,6,3
1049,32233,4,4,1,2,0,2026,2,12
1050,38476,3,11,2,2,0,2026,3,29
1051,2270,5,18,1,2,0,2026,1,30
1052,44918,4,6,0,0,0,2026,5,30
1053,12484,1,12,2,0,0,2026,2,24
1054,490,5,18,2,4,0,2026,6,18
1055,3208,5,18,2,3,0,2026,6,19
1056,16460,0,5,2,1,0,2026,6,8
1057,1437,2,10,2,1,0,2026,2,7
1058,5653,4,17,2,1,1,2026,2,22
1059,15609,4,4,0,4,0,2026,3,21
1060,7520,5,1,1,0,0,2026,6,11
1061,17114,1,7,1,1,0,2026,1,6
1062,8389,3,11,0,3,0,2026,1,23
1063,6603,4,4,2,4,0,2026,5,14
1064,2193,2,15,2,2,0,2026,5,7
1065,13264,0,9,0,2,0,2026,2,2
1066,40235,4,4,2,2,0,2026,1,29
1067,23405,0,9,0,4,0,2026,4,10
1068,10753,3,11,0,3,0,2026,4,28
1069,17509,1,7,1,0,0,2026,3,2
1070,16450,1,12,1,0,0,2026,2,27
1071,1703,5,1,1,1,0,2026,1,31
1072,31767,3,8,0,4,0,2026,1,10
1073,36539,3,8,1,2,0,2026,3,27
1074,3007,2,16,0,1,0,2026,4,7
1075,975,2,10,0,1,0,2026,4,13
1076,10154,4,0,0,4,0,2026,1,25
1077,17988,0,9,1,0,0,2026,3,10
1078,4295,5,18,0,0,0,2026,5,23
1079,2521,5,1,2,2,1,2026,5,29
1080,33335,4,4,0,2,0,2026,2,24
1081,1946,1,3,2,1,0,2026,6,10
1082,2944,5,14,1,0,0,2026,6,8
1083,848,2,10,1,1,0,2026,4,7
1084,1309,2,2,1,1,0,2026,5,14
1085,24265,0,5,1,4,0,2026,5,24
1086,7403,1,12,0,1,0,2026,1,31
1087,4971,5,18,2,2,1,2026,1,18
1088,2956,1,3,1,4,0,2026,3,8
1089,4911,5,14,1,3,0,2026,1,11
1090,3824,0,20,2,1,0,2026,3,7
1091,1136,5,1,2,4,1,2026,5,13
1092,7662,2,10,1,4,0,2026,5,24
1093,7717,0,20,1,2,0,2026,5,15
1094,31501,3,11,1,4,0,2026,6,7
1095,5339,0,20,1,1,0,2026,1,12
1096,4397,2,15,1,1,0,2026,6,10
1097,7761,1,7,1,1,0,2026,2,12
1098,1419,2,16,0,0,0,2026,3,18
1099,3244,2,15,1,4,0,2026,4,28
1100,20081,0,9,1,4,0,2026,2,7
1101,2848,2,10,0,0,0,2026,6,24
1102,4429,2,2,2,1,0,2026,5,13
1103,8145,3,13,1,4,0,2026,2,24
1104,21926,4,6,0,2,0,2026,4,29
1105,7491,2,15,2,4,0,2026,1,10
1106,308,5,1,1,0,0,2026,5,23
1107,14951,4,17,0,1,0,2026,4,17
1108,13963,1,12,2,1,0,2026,1,28
1109,19564,0,5,2,2,0,2026,5,10
1110,16673,0,5,2,1,0,2026,5,20
1111,5931,4,17,1,4,0,2026,4,27
1112,34208,3,11,2,1,0,2026,1,13
1113,1326,5,14,2,4,1,2026,5,11
1114,24828,4,4,2,4,0,2026,6,12
1115,3000,3,11,1,1,0,2026,3,15
1116,20256,0,20,2,0,0,2026,5,11
1117,1989,5,19,0,1,0,2026,4,19
1118,18842,1,3,0,3,0,2026,3,5
1119,15924,0,9,2,1,0,2026,1,3
1120,17431,1,7,1,4,0,2026,2,4
1121,13563,4,0,0,2,0,2026,4,25
1122,5627,2,10,2,0,0,2026,6,16
1123,2473,2,16,2,0,0,2026,5,26
1124,2586,5,1,2,2,0,2026,2,15
1125,57145,4,17,0,3,0,2026,5,9
1126,5569,5,19,1,3,0,2026,6,28
1127,18007,0,20,1,0,0,2026,5,15
1128,22775,4,17,2,0,0,2026,2,18
1129,2135,0,5,1,3,0,2026,1,12
1130,36162,4,17,1,2,0,2026,3,28
1131,5442,2,2,1,2,0,2026,3,21
1132,6330,2,10,2,2,0,2026,3,2
1133,1625,2,16,0,0,0,2026,4,11
1134,17847,1,12,0,4,0,2026,6,15
1135,33771,3,8,0,1,0,2026,6,4
1136,59431,4,17,0,0,1,2026,6,11
1137,16549,1,3,2,2,1,2026,4,28
1138,15768,0,5,1,4,0,2026,5,25
1139,4725,2,15,1,1,0,2026,1,5
1140,3766,2,15,2,4,1,2026,3,16
1141,27486,4,17,0,2,0,2026,1,7
1142,2967,5,14,2,1,0,2026,6,11
1143,12342,0,9,1,2,0,2026,1,17
1144,29039,4,0,1,2,0,2026,5,5
1145,10543,4,6,1,0,0,2026,6,17
1146,3854,2,2,2,2,0,2026,3,27
1147,2134,0,5,2,1,0,2026,3,14
1148,18354,4,17,1,4,0,2026,3,6
1149,27751,3,13,0,4,0,2026,4,2
1150,3967,2,2,1,0,1,2026,1,14
1151,38868,4,0,0,3,0,2026,3,10
1152,7707,2,10,1,4,0,2026,6,8
1153,5943,0,9,2,1,0,2026,6,22
1154,18164,4,0,1,3,0,2026,6,25
1155,21796,3,8,2,0,0,2026,4,9
1156,14959,3,11,0,2,0,2026,5,8
1157,15901,1,3,1,2,0,2026,2,14
1158,6628,4,4,0,0,0,2026,5,29
1159,19377,3,11,1,1,1,2026,5,26
1160,7610,1,7,0,0,0,2026,2,28
1161,1030,1,3,2,2,0,2026,2,21
1162,2076,2,15,1,3,0,2026,2,21
1163,13918,1,3,2,0,0,2026,2,14
1164,3990,0,5,1,1,0,2026,5,31
1165,59768,4,0,1,1,1,2026,6,11
1166,3646,5,1,1,2,0,2026,2,9
1167,4758,5,18,0,3,0,2026,2,14
1168,3347,2,15,1,2,0,2026,5,31
1169,46008,4,17,1,2,0,2026,2,7
1170,8578,0,20,1,0,1,2026,2,28
1171,10648,1,7,2,3,0,2026,1,7
1172,30225,3,8,1,4,0,2026,3,29
1173,17908,0,20,0,2,0,2026,2,14
1174,3255,5,1,2,3,0,2026,2,3
1175,7630,1,3,1,3,0,2026,2,17
1176,7652,3,8,1,1,0,2026,4,1
1177,15415,1,7,0,0,0,2026,1,27
1178,10499,0,20,2,4,0,2026,3,16
1179,23833,3,11,1,4,0,2026,2,13
1180,6871,2,2,1,4,0,2026,6,23
1181,6012,5,14,0,1,0,2026,5,14
1182,39619,4,0,1,2,0,2026,3,23
1183,16875,4,0,0,4,0,2026,2,28
1184,6432,1,7,0,4,0,2026,3,9
1185,6681,2,16,2,0,0,2026,1,5
1186,7746,5,19,0,1,0,2026,5,19
1187,58905,4,6,0,0,0,2026,3,28
1188,3389,5,19,1,3,0,2026,6,1
1189,2816,5,19,2,4,0,2026,3,21
1190,10549,0,20,2,1,1,2026,6,17
1191,26230,3,13,0,0,0,2026,1,7
1192,58788,4,4,2,0,1,2026,1,18
1193,25719,4,4,0,2,0,2026,1,12
1194,6764,5,14,0,2,1,2026,1,16
1195,3839,1,7,0,2,0,2026,1,26
1196,1843,0,20,0,2,0,2026,5,1
1197,20741,0,5,1,0,0,2026,5,23
1198,4457,2,10,1,1,0,2026,4,26
1199,14176,3,8,0,4,0,2026,3,27
1200,3581,5,19,1,0,0,2026,4,9
1201,2328,2,15,2,1,0,2026,2,14
1202,1926,5,19,2,3,0,2026,4,5
1203,4968,2,10,0,4,0,2026,4,15
1204,5117,2,16,0,3,0,2026,3,6
1205,500,5,19,2,0,0,2026,3,7
1206,4387,1,7,2,3,0,2026,1,15
1207,1837,5,1,1,3,0,2026,2,14
1208,58104,4,0,2,4,1,2026,1,15
1209,56787,4,0,0,1,1,2026,1,11
1210,7229,5,19,1,0,0,2026,3,15
1211,6979,3,11,2,0,0,2026,6,29
1212,58981,4,4,0,2,1,2026,1,24
1213,12313,0,9,2,2,0,2026,5,26
1214,2040,1,3,1,0,0,2026,5,21
1215,4825,3,11,1,0,0,2026,1,15
1216,6807,4,4,0,4,0,2026,2,23
1217,5369,1,12,2,4,0,2026,3,8
1218,4433,5,19,2,0,0,2026,6,19
1219,19904,0,9,0,4,0,2026,6,14
1220,13684,0,20,2,0,0,2026,5,2
1221,28509,3,8,2,2,0,2026,6,15
1222,4543,3,11,2,1,0,2026,3,12
1223,22555,3,13,1,4,0,2026,4,10
1224,7315,5,1,0,0,0,2026,5,14
1225,1437,5,19,0,4,0,2026,5,21
1226,10034,1,7,1,1,0,2026,6,25
1227,10215,1,7,1,4,0,2026,1,31
1228,20138,0,9,0,1,0,2026,4,18
1229,720,2,16,2,1,0,2026,5,19
1230,6525,2,2,0,2,0,2026,2,2
1231,5811,2,15,2,2,0,2026,4,4
1232,23195,0,9,0,4,0,2026,1,22
1233,59535,4,4,0,3,0,2026,6,3
1234,6600,2,15,1,0,0,2026,5,29
1235,34348,3,8,1,1,1,2026,4,8
1236,1939,2,10,1,3,0,2026,3,31
1237,5067,2,16,2,4,1,2026,5,16
1238,24053,4,4,1,4,0,2026,4,14
1239,1112,5,1,1,1,0,2026,1,24
1240,7585,4,0,2,0,0,2026,3,29
1241,50384,4,4,1,4,0,2026,5,29
1242,5181,5,19,0,4,0,2026,5,1
1243,3075,1,12,0,2,0,2026,1,23
1244,4398,1,3,1,1,0,2026,6,24
1245,4699,5,19,0,4,0,2026,5,18
1246,9436,0,5,2,3,1,2026,6,12
1247,2850,5,1,0,3,0,2026,5,28
1248,11804,0,20,0,4,0,2026,1,21
1249,25210,3,8,1,1,0,2026,3,20
1250,1135,5,14,2,0,0,2026,2,21
1251,2087,1,7,2,4,0,2026,3,15
1252,24694,4,17,1,4,0,2026,6,13
1253,707,5,19,0,4,0,2026,5,16
1254,766,5,1,2,2,0,2026,6,18
1255,2197,1,3,1,2,0,2026,3,26
1256,7253,5,1,0,1,0,2026,2,1
1257,6096,0,9,0,2,0,2026,1,15
