transaction_id,date,amount,category,merchant,payment_method,location,is_fraud
1238,2023-10-07,9950.97,Food,Keells,Online Transfer,Kurunegala,0
1239,2023-10-07,9362.33,Food,Restaurant,Mobile Wallet,Jaffna,0
1240,2023-10-08,2412.17,Entertainment,Spotify,Card,Kurunegala,0
1241,2023-10-08,6448.48,Food,Cargills,Mobile Wallet,Anuradhapura,0
1242,2023-10-08,4973.54,Shopping,Supermarket,Cash,Jaffna,0
1243,2023-10-08,4956.77,Transport,Fuel Station,Mobile Wallet,Jaffna,0
1244,2023-10-08,3000.0,Entertainment,Netflix,Card,Colombo,0
1245,2023-10-08,4836.05,Food,Cargills,Card,Galle,0
1246,2023-10-09,7355.88,Food,Cargills,Online Transfer,Galle,0
1247,2023-10-09,4283.54,Education,University,Cash,Colombo,0
1248,2023-10-09,3731.4,Health,Medical Centre,Cash,Galle,0
1249,2023-10-09,2956.01,Health,Hospital,Online Transfer,Anuradhapura,0
1250,2023-10-09,3332.2,Education,Online Course,Card,Colombo,0
1251,2023-10-10,7723.07,Food,Cargills,Mobile Wallet,Jaffna,0
1252,2023-10-10,5037.14,Shopping,Daraz,Mobile Wallet,Kurunegala,0
1253,2023-10-10,7680.03,Bills,Water,Online Transfer,Jaffna,0
1254,2023-10-11,5034.31,Bills,Mobile,Mobile Wallet,Colombo,0
1255,2023-10-11,7024.0,Bills,Water,Mobile Wallet,Kandy,0
1256,2023-10-11,6724.95,Food,Cargills,Online Transfer,Galle,0
1257,2023-10-11,2405.86,Education,Online Course,Online Transfer,Colombo,0
1258,2023-10-11,3094.21,Shopping,Supermarket,Mobile Wallet,Colombo,0
1259,2023-10-11,3801.12,Shopping,Supermarket,Card,Colombo,1
1260,2023-10-12,2687.0,Education,Book Shop,Cash,Anuradhapura,0
1261,2023-10-12,2954.19,Education,University,Online Transfer,Jaffna,0
1262,2023-10-12,4806.07,Transport,Bus,Card,Jaffna,0
1263,2023-10-12,2228.13,Education,Book Shop,Cash,Colombo,0
1264,2023-10-13,6217.3,Bills,Internet,Cash,Galle,0
1265,2023-10-13,5627.47,Shopping,Supermarket,Mobile Wallet,Anuradhapura,0
1266,2023-10-13,3960.01,Transport,Fuel Station,Cash,Kurunegala,0
1267,2023-10-13,2048.2,Education,Book Shop,Online Transfer,Kurunegala,0
1268,2023-10-13,2493.46,Education,University,Card,Colombo,0
1269,2023-10-14,1685.84,Entertainment,Cinema,Card,Jaffna,0
1270,2023-10-14,1700.11,Health,Hospital,Mobile Wallet,Colombo,0
1271,2023-10-14,5829.37,Bills,Internet,Online Transfer,Kandy,0
1272,2023-10-14,5299.08,Shopping,Fashion Store,Online Transfer,Kandy,0
1273,2023-10-14,4937.81,Bills,Water,Mobile Wallet,Galle,0
1274,2023-10-14,3480.39,Education,Book Shop,Online Transfer,Kandy,0
1275,2023-10-14,7109.57,Bills,Internet,Cash,Anuradhapura,0
1276,2023-10-15,3589.04,Education,University,Card,Jaffna,0
1277,2023-10-15,6119.6,Bills,Electricity,Online Transfer,Colombo,0
1278,2023-10-15,3594.49,Health,Medical Centre,Card,Galle,0
1279,2023-10-15,3804.23,Entertainment,Cinema,Card,Colombo,0
1280,2023-10-16,11726.51,Food,Cargills,Cash,Jaffna,0
1281,2023-10-16,8588.79,Transport,Fuel Station,Mobile Wallet,Kandy,0
1282,2023-10-16,3096.16,Education,Online Course,Cash,Galle,0
1283,2023-10-17,4517.11,Transport,PickMe,Card,Jaffna,0
1284,2023-10-17,7648.14,Transport,Train,Online Transfer,Kurunegala,0
1285,2023-10-18,4021.29,Education,Book Shop,Mobile Wallet,Galle,0
1286,2023-10-18,7551.88,Food,KFC,Mobile Wallet,Kandy,0
1287,2023-10-19,4212.52,Education,Online Course,Mobile Wallet,Jaffna,0
1288,2023-10-19,5017.1,Education,University,Cash,Galle,0
1289,2023-10-20,2606.6,Education,University,Mobile Wallet,Galle,0
1290,2023-10-20,4349.16,Bills,Electricity,Mobile Wallet,Colombo,0
1291,2023-10-20,10317.66,Food,Keells,Mobile Wallet,Galle,0
1292,2023-10-20,3303.74,Education,University,Card,Kandy,0
1293,2023-10-20,6719.08,Transport,Bus,Mobile Wallet,Colombo,0
1294,2023-10-20,7553.15,Food,Cargills,Cash,Galle,0
1295,2023-10-20,4644.59,Entertainment,Gaming,Cash,Kandy,0
1296,2023-10-20,16433.31,Food,Restaurant,Mobile Wallet,Kandy,0
1297,2023-10-21,7630.64,Food,KFC,Card,Kandy,0
1298,2023-10-21,9571.82,Food,Pizza Hut,Mobile Wallet,Anuradhapura,0
1299,2023-10-21,2745.31,Health,Hospital,Online Transfer,Jaffna,0
1300,2023-10-21,2191.42,Health,Medical Centre,Online Transfer,Galle,0
1301,2023-10-21,7483.75,Bills,Internet,Card,Kurunegala,0
1302,2023-10-22,4691.39,Shopping,Electronics Store,Cash,Colombo,0
1303,2023-10-23,4768.1,Shopping,Fashion Store,Mobile Wallet,Anuradhapura,0
1304,2023-10-23,6220.58,Food,Keells,Card,Colombo,0
1305,2023-10-23,3408.62,Food,Pizza Hut,Mobile Wallet,Jaffna,0
1306,2023-10-23,7340.57,Bills,Water,Mobile Wallet,Colombo,0
1307,2023-10-23,4173.48,Bills,Mobile,Mobile Wallet,Colombo,0
1308,2023-10-25,4491.84,Food,Pizza Hut,Mobile Wallet,Anuradhapura,0
1309,2023-10-25,4909.88,Shopping,Fashion Store,Card,Jaffna,0
1310,2023-10-25,6941.33,Food,Restaurant,Card,Kandy,0
1311,2023-10-26,4850.45,Shopping,Daraz,Cash,Colombo,0
1312,2023-10-26,1712.98,Health,Pharmacy,Cash,Galle,0
1313,2023-10-26,2155.53,Entertainment,Cinema,Mobile Wallet,Galle,0
1314,2023-10-26,3030.94,Education,University,Mobile Wallet,Galle,0
1315,2023-10-26,5282.86,Food,KFC,Cash,Jaffna,0
1316,2023-10-26,4987.6,Bills,Internet,Cash,Jaffna,0
1317,2023-10-26,3962.7,Shopping,Electronics Store,Mobile Wallet,Colombo,0
1318,2023-10-27,3793.7,Education,Online Course,Card,Kurunegala,0
1319,2023-10-27,10203.55,Food,Pizza Hut,Cash,Colombo,0
1320,2023-10-27,3246.25,Shopping,Daraz,Online Transfer,Jaffna,0
1321,2023-10-27,3299.22,Shopping,Supermarket,Online Transfer,Galle,1
1322,2023-10-27,10587.64,Food,Pizza Hut,Mobile Wallet,Jaffna,0
1323,2023-10-27,3752.99,Bills,Water,Cash,Kandy,0
1324,2023-10-27,11195.58,Food,KFC,Online Transfer,Kurunegala,0
1325,2023-10-28,7053.83,Transport,Bus,Cash,Galle,0
1326,2023-10-28,7199.64,Shopping,Electronics Store,Online Transfer,Kandy,0
1327,2023-10-28,8881.77,Bills,Mobile,Online Transfer,Galle,0
1328,2023-10-28,2200.86,Entertainment,Netflix,Cash,Anuradhapura,0
1329,2023-10-28,4393.26,Shopping,Electronics Store,Online Transfer,Kurunegala,0
1330,2023-10-28,2672.01,Education,Book Shop,Card,Kandy,0
1331,2023-10-29,3244.07,Bills,Water,Mobile Wallet,Galle,0
1332,2023-10-29,4933.69,Bills,Water,Mobile Wallet,Jaffna,0
1333,2023-10-29,2319.98,Entertainment,Cinema,Online Transfer,Galle,0
1334,2023-10-29,5439.97,Transport,Uber,Cash,Anuradhapura,0
1335,2023-10-30,5233.13,Bills,Electricity,Cash,Galle,0
1336,2023-10-30,5151.35,Transport,PickMe,Online Transfer,Galle,0
1337,2023-10-30,1917.01,Health,Medical Centre,Online Transfer,Galle,0
1338,2023-10-30,8336.07,Food,Restaurant,Mobile Wallet,Colombo,0
1339,2023-10-31,6432.04,Food,Pizza Hut,Mobile Wallet,Anuradhapura,0
1340,2023-10-31,6264.59,Bills,Electricity,Mobile Wallet,Kandy,0
1341,2023-10-31,5597.68,Food,KFC,Online Transfer,Colombo,0
1342,2023-10-31,4290.2,Bills,Mobile,Card,Kurunegala,0
1343,2023-10-31,4643.37,Shopping,Electronics Store,Mobile Wallet,Anuradhapura,1
1344,2023-11-01,5599.49,Bills,Mobile,Mobile Wallet,Kurunegala,0
1345,2023-11-01,6620.29,Bills,Internet,Card,Kandy,0
1346,2023-11-01,7483.21,Bills,Internet,Card,Kandy,0
1347,2023-11-01,8649.21,Food,Pizza Hut,Cash,Colombo,0
1348,2023-11-02,4504.76,Bills,Electricity,Cash,Kurunegala,0
1349,2023-11-02,5203.38,Bills,Internet,Card,Anuradhapura,0
1350,2023-11-02,5132.52,Bills,Mobile,Card,Kandy,0
1351,2023-11-02,3315.97,Shopping,Fashion Store,Cash,Kurunegala,0
1352,2023-11-02,2112.66,Health,Medical Centre,Cash,Anuradhapura,0
1353,2023-11-03,4444.36,Shopping,Supermarket,Online Transfer,Galle,0
1354,2023-11-03,7422.53,Food,Keells,Mobile Wallet,Kandy,0
1355,2023-11-03,3725.84,Bills,Electricity,Cash,Galle,0
1356,2023-11-03,9996.59,Food,Keells,Card,Galle,0
1357,2023-11-04,2173.13,Education,University,Online Transfer,Jaffna,0
1358,2023-11-04,3907.68,Transport,Uber,Mobile Wallet,Colombo,0
1359,2023-11-05,3836.02,Entertainment,Spotify,Cash,Galle,0
1360,2023-11-05,6385.96,Food,KFC,Online Transfer,Anuradhapura,0
1361,2023-11-05,7677.12,Shopping,Daraz,Cash,Jaffna,0
1362,2023-11-05,4500.0,Bills,Internet,Online Transfer,Colombo,0
1363,2023-11-06,9856.47,Food,Pizza Hut,Card,Jaffna,0
1364,2023-11-06,6879.12,Food,Cargills,Mobile Wallet,Colombo,0
1365,2023-11-06,4121.19,Shopping,Supermarket,Mobile Wallet,Colombo,0
1366,2023-11-07,2942.81,Transport,Fuel Station,Online Transfer,Jaffna,0
1367,2023-11-07,4134.73,Education,Online Course,Card,Kandy,0
1368,2023-11-07,2457.26,Health,Medical Centre,Mobile Wallet,Kurunegala,0
1369,2023-11-08,8992.08,Food,Pizza Hut,Cash,Colombo,0
1370,2023-11-08,11847.94,Bills,Electricity,Cash,Kurunegala,0
1371,2023-11-08,4846.91,Shopping,Electronics Store,Mobile Wallet,Anuradhapura,0
1372,2023-11-08,3160.18,Entertainment,Netflix,Cash,Galle,0
1373,2023-11-09,4063.58,Shopping,Daraz,Card,Jaffna,0
1374,2023-11-10,5585.87,Transport,Train,Card,Anuradhapura,0
1375,2023-11-10,10529.71,Food,Restaurant,Mobile Wallet,Kurunegala,0
1376,2023-11-10,4421.37,Transport,PickMe,Mobile Wallet,Galle,0
1377,2023-11-10,9047.24,Food,Pizza Hut,Card,Anuradhapura,0
1378,2023-11-10,2559.37,Shopping,Fashion Store,Online Transfer,Colombo,0
1379,2023-11-10,7079.89,Transport,Uber,Cash,Galle,0
1380,2023-11-11,5767.61,Transport,PickMe,Mobile Wallet,Jaffna,0
1381,2023-11-11,3110.23,Education,Book Shop,Card,Kurunegala,0
1382,2023-11-11,3198.11,Entertainment,Gaming,Online Transfer,Kurunegala,0
1383,2023-11-11,10745.56,Food,Restaurant,Online Transfer,Kandy,0
1384,2023-11-11,3123.74,Education,University,Card,Galle,0
1385,2023-11-12,3706.85,Education,Book Shop,Mobile Wallet,Galle,0
1386,2023-11-12,3084.14,Shopping,Electronics Store,Online Transfer,Anuradhapura,0
1387,2023-11-12,3000.0,Entertainment,Netflix,Card,Colombo,0
1388,2023-11-12,7593.82,Food,Restaurant,Online Transfer,Jaffna,0
1389,2023-11-12,6632.7,Transport,PickMe,Card,Galle,0
1390,2023-11-12,3759.74,Shopping,Daraz,Card,Colombo,0
1391,2023-11-13,3350.41,Transport,Uber,Mobile Wallet,Colombo,0
1392,2023-11-13,4208.89,Transport,Uber,Mobile Wallet,Kurunegala,0
1393,2023-11-13,2535.68,Education,Book Shop,Cash,Galle,0
1394,2023-11-13,4903.62,Bills,Internet,Mobile Wallet,Jaffna,0
1395,2023-11-13,3077.11,Entertainment,Netflix,Card,Jaffna,0
1396,2023-11-14,7392.57,Food,Keells,Card,Galle,0
1397,2023-11-14,2767.88,Transport,Uber,Mobile Wallet,Galle,0
1398,2023-11-15,4408.65,Shopping,Fashion Store,Cash,Galle,0
1399,2023-11-15,15149.74,Food,Restaurant,Mobile Wallet,Colombo,0
1400,2023-11-16,1808.19,Entertainment,Netflix,Card,Kurunegala,0
1401,2023-11-16,3910.87,Shopping,Electronics Store,Cash,Galle,0
1402,2023-11-16,5211.35,Bills,Internet,Cash,Anuradhapura,0
1403,2023-11-16,4834.98,Bills,Internet,Mobile Wallet,Kurunegala,0
1404,2023-11-16,6687.55,Food,Restaurant,Card,Jaffna,0
1405,2023-11-16,8932.7,Food,Restaurant,Cash,Galle,0
1406,2023-11-17,6097.48,Food,Keells,Card,Anuradhapura,0
1407,2023-11-17,9086.75,Food,Restaurant,Card,Kandy,1
1408,2023-11-17,2560.82,Education,Book Shop,Cash,Kurunegala,0
1409,2023-11-18,5802.77,Food,Keells,Online Transfer,Jaffna,0
1410,2023-11-18,1994.11,Entertainment,Gaming,Online Transfer,Anuradhapura,0
1411,2023-11-18,5510.3,Transport,PickMe,Cash,Kandy,0
1412,2023-11-18,11763.38,Food,Restaurant,Online Transfer,Colombo,0
1413,2023-11-19,1877.12,Health,Medical Centre,Online Transfer,Anuradhapura,0
1414,2023-11-19,7640.51,Bills,Electricity,Online Transfer,Colombo,0
1415,2023-11-19,6880.35,Food,Cargills,Online Transfer,Kurunegala,0
1416,2023-11-19,4307.62,Shopping,Supermarket,Online Transfer,Kandy,0
1417,2023-11-19,4631.92,Shopping,Supermarket,Mobile Wallet,Kurunegala,0
1418,2023-11-20,2927.86,Education,Book Shop,Online Transfer,Galle,0
1419,2023-11-20,8520.71,Food,KFC,Cash,Kurunegala,0
1420,2023-11-20,4134.84,Shopping,Daraz,Mobile Wallet,Colombo,0
1421,2023-11-20,3234.71,Transport,Bus,Cash,Kandy,0
1422,2023-11-20,5797.12,Food,KFC,Cash,Galle,0
1423,2023-11-20,3074.8,Transport,PickMe,Cash,Jaffna,0
1424,2023-11-21,2289.77,Education,Book Shop,Online Transfer,Jaffna,0
1425,2023-11-21,8101.8,Food,Pizza Hut,Mobile Wallet,Galle,0
1426,2023-11-22,3625.68,Shopping,Supermarket,Cash,Anuradhapura,0
1427,2023-11-22,1973.41,Health,Hospital,Cash,Anuradhapura,0
1428,2023-11-22,2641.85,Education,Online Course,Cash,Kandy,0
1429,2023-11-22,2268.94,Entertainment,Netflix,Mobile Wallet,Anuradhapura,0
1430,2023-11-22,1575.52,Entertainment,Netflix,Cash,Anuradhapura,0
1431,2023-11-22,3393.46,Entertainment,Spotify,Card,Anuradhapura,0
1432,2023-11-23,5823.84,Food,KFC,Card,Kandy,0
1433,2023-11-23,1882.06,Entertainment,Netflix,Cash,Colombo,0
1434,2023-11-23,2523.74,Health,Medical Centre,Online Transfer,Kandy,0
1435,2023-11-24,6869.58,Food,Keells,Cash,Jaffna,0
1436,2023-11-24,9678.44,Bills,Water,Mobile Wallet,Colombo,1
1437,2023-11-24,3879.19,Bills,Water,Cash,Kurunegala,0
1438,2023-11-24,1994.88,Education,University,Card,Colombo,0
1439,2023-11-24,3884.18,Bills,Electricity,Online Transfer,Jaffna,0
1440,2023-11-25,5078.33,Shopping,Daraz,Cash,Anuradhapura,0
1441,2023-11-25,7077.78,Bills,Internet,Online Transfer,Kandy,0
1442,2023-11-25,7602.78,Food,Pizza Hut,Cash,Galle,0
1443,2023-11-25,9506.86,Food,Pizza Hut,Cash,Galle,0
1444,2023-11-26,4852.69,Food,Restaurant,Card,Kurunegala,0
1445,2023-11-26,4679.75,Bills,Internet,Card,Galle,0
1446,2023-11-26,3345.38,Education,University,Card,Jaffna,0
1447,2023-11-27,7501.91,Food,Pizza Hut,Card,Jaffna,0
1448,2023-11-27,5421.38,Transport,Train,Online Transfer,Colombo,0
1449,2023-11-27,4871.62,Transport,Fuel Station,Card,Colombo,0
1450,2023-11-27,4813.42,Food,Cargills,Card,Kurunegala,0
1451,2023-11-27,8825.65,Food,Keells,Card,Galle,0
1452,2023-11-27,2226.57,Education,Book Shop,Online Transfer,Kandy,0
1453,2023-11-27,1761.55,Entertainment,Gaming,Online Transfer,Anuradhapura,0
1454,2023-11-27,4699.74,Food,Cargills,Cash,Galle,0
1455,2023-11-27,8386.4,Food,Keells,Cash,Kandy,0
1456,2023-11-28,4790.96,Food,Keells,Cash,Kandy,0
1457,2023-11-28,2382.27,Entertainment,Cinema,Mobile Wallet,Galle,0
1458,2023-11-28,3393.23,Shopping,Supermarket,Mobile Wallet,Anuradhapura,0
1459,2023-11-28,8179.43,Food,Cargills,Online Transfer,Kurunegala,0
1460,2023-11-28,1719.0,Entertainment,Spotify,Mobile Wallet,Kandy,0
1461,2023-11-28,3109.78,Transport,Fuel Station,Online Transfer,Colombo,0
1462,2023-11-28,4004.58,Shopping,Supermarket,Card,Kurunegala,0
1463,2023-11-28,3925.91,Transport,Fuel Station,Mobile Wallet,Anuradhapura,0
1464,2023-11-29,2794.67,Education,Online Course,Mobile Wallet,Anuradhapura,0
1465,2023-11-29,3514.83,Transport,Train,Online Transfer,Galle,0
1466,2023-11-29,6917.24,Food,Keells,Mobile Wallet,Kandy,0
1467,2023-11-29,3282.38,Transport,Uber,Cash,Galle,0
1468,2023-11-29,5318.22,Food,Pizza Hut,Online Transfer,Kurunegala,0
1469,2023-11-30,2398.86,Education,Online Course,Cash,Colombo,0
1470,2023-11-30,1135.91,Entertainment,Spotify,Card,Jaffna,0
1471,2023-11-30,2143.23,Education,University,Cash,Kandy,0
1472,2023-12-01,2273.47,Education,Book Shop,Card,Jaffna,0
1473,2023-12-01,5006.59,Shopping,Fashion Store,Cash,Kandy,0
1474,2023-12-02,4196.67,Shopping,Supermarket,Mobile Wallet,Kurunegala,0
1475,2023-12-02,3887.44,Shopping,Daraz,Mobile Wallet,Galle,0
1476,2023-12-02,5481.84,Bills,Mobile,Cash,Kandy,0
1477,2023-12-03,4300.19,Transport,Uber,Online Transfer,Jaffna,0
1478,2023-12-03,4500.0,Bills,Internet,Online Transfer,Colombo,0
1479,2023-12-03,4805.97,Transport,Uber,Mobile Wallet,Jaffna,0
1480,2023-12-03,7453.26,Bills,Mobile,Card,Jaffna,0
1481,2023-12-04,1890.5,Entertainment,Cinema,Cash,Galle,0
1482,2023-12-05,2898.77,Entertainment,Spotify,Mobile Wallet,Galle,0
1483,2023-12-05,4879.47,Education,University,Mobile Wallet,Jaffna,0
1484,2023-12-05,3567.62,Shopping,Electronics Store,Online Transfer,Colombo,0
1485,2023-12-05,3842.39,Transport,Bus,Mobile Wallet,Kurunegala,0
1486,2023-12-05,6858.64,Bills,Water,Mobile Wallet,Anuradhapura,0
1487,2023-12-06,5334.59,Shopping,Electronics Store,Cash,Galle,0
1488,2023-12-06,6594.32,Bills,Water,Card,Kandy,0
1489,2023-12-06,7338.97,Food,Keells,Mobile Wallet,Kandy,0
1490,2023-12-06,4406.98,Food,KFC,Card,Kandy,0
1491,2023-12-07,2872.16,Entertainment,Netflix,Card,Kandy,0
1492,2023-12-07,5625.93,Transport,PickMe,Mobile Wallet,Colombo,0
1493,2023-12-07,5889.19,Bills,Mobile,Cash,Kandy,0
1494,2023-12-08,4697.95,Transport,Fuel Station,Online Transfer,Galle,0
1495,2023-12-08,7934.75,Food,Cargills,Mobile Wallet,Kandy,0
1496,2023-12-08,4285.41,Shopping,Electronics Store,Online Transfer,Galle,0
1497,2023-12-08,10005.42,Food,Restaurant,Card,Colombo,0
1498,2023-12-09,5366.36,Shopping,Electronics Store,Mobile Wallet,Galle,0
1499,2023-12-09,9077.26,Food,KFC,Online Transfer,Kandy,0
1500,2023-12-09,5155.77,Transport,Bus,Card,Kurunegala,0
1501,2023-12-09,10643.04,Bills,Internet,Card,Anuradhapura,0
1502,2023-12-09,10812.93,Food,Cargills,Online Transfer,Anuradhapura,0
1503,2023-12-10,3000.0,Entertainment,Netflix,Card,Colombo,0
1504,2023-12-10,7417.5,Bills,Mobile,Card,Jaffna,0
1505,2023-12-10,7078.59,Food,KFC,Card,Anuradhapura,0
1506,2023-12-10,7964.61,Food,Cargills,Online Transfer,Anuradhapura,0
1507,2023-12-11,3817.26,Shopping,Electronics Store,Card,Jaffna,0
1508,2023-12-11,5159.69,Bills,Electricity,Card,Anuradhapura,0
1509,2023-12-11,4989.26,Bills,Electricity,Cash,Anuradhapura,0
1510,2023-12-11,2142.42,Entertainment,Cinema,Cash,Kurunegala,0
1511,2023-12-11,4127.15,Education,Book Shop,Cash,Jaffna,0
1512,2023-12-11,8826.17,Food,Restaurant,Cash,Jaffna,0
1513,2023-12-11,2521.99,Education,Book Shop,Online Transfer,Anuradhapura,0
1514,2023-12-12,7140.75,Food,Cargills,Cash,Jaffna,0
1515,2023-12-13,8521.8,Bills,Mobile,Cash,Colombo,0
1516,2023-12-13,4930.23,Transport,Fuel Station,Card,Kandy,0
1517,2023-12-13,4121.15,Bills,Electricity,Cash,Colombo,0
1518,2023-12-13,3201.31,Transport,PickMe,Card,Kandy,0
1519,2023-12-13,6846.51,Food,Restaurant,Cash,Galle,0
1520,2023-12-14,4259.8,Bills,Internet,Mobile Wallet,Jaffna,0
1521,2023-12-15,6118.75,Bills,Electricity,Mobile Wallet,Anuradhapura,0
1522,2023-12-15,7625.51,Food,KFC,Online Transfer,Colombo,0
1523,2023-12-15,5397.14,Transport,Uber,Card,Kurunegala,0
1524,2023-12-15,4855.45,Shopping,Daraz,Card,Jaffna,0
1525,2023-12-15,5169.65,Food,Restaurant,Cash,Jaffna,0
1526,2023-12-15,3593.06,Bills,Water,Mobile Wallet,Anuradhapura,0
1527,2023-12-15,5883.99,Food,Pizza Hut,Mobile Wallet,Galle,0
1528,2023-12-16,5084.53,Shopping,Daraz,Online Transfer,Colombo,0
1529,2023-12-16,7371.49,Bills,Water,Card,Galle,0
1530,2023-12-16,5326.6,Bills,Water,Card,Colombo,0
1531,2023-12-16,7113.95,Bills,Water,Mobile Wallet,Colombo,0
1532,2023-12-17,1995.5,Entertainment,Cinema,Card,Anuradhapura,0
1533,2023-12-17,3513.28,Entertainment,Gaming,Cash,Kandy,0
1534,2023-12-17,10903.27,Food,Cargills,Card,Kurunegala,0
1535,2023-12-17,7094.79,Bills,Electricity,Online Transfer,Colombo,0
1536,2023-12-17,5632.13,Bills,Mobile,Online Transfer,Colombo,0
1537,2023-12-17,2887.65,Education,Online Course,Card,Kandy,0
1538,2023-12-17,8279.59,Food,Cargills,Mobile Wallet,Anuradhapura,0
1539,2023-12-17,2762.2,Entertainment,Cinema,Card,Anuradhapura,0
1540,2023-12-18,3437.3,Shopping,Daraz,Cash,Kandy,0
1541,2023-12-18,4249.74,Shopping,Fashion Store,Cash,Colombo,0
1542,2023-12-18,8121.9,Food,Cargills,Card,Colombo,0
1543,2023-12-18,2182.56,Entertainment,Spotify,Online Transfer,Jaffna,0
1544,2023-12-18,3797.37,Bills,Mobile,Cash,Galle,0
1545,2023-12-18,5075.24,Bills,Mobile,Card,Kurunegala,0
1546,2023-12-18,3873.8,Transport,Bus,Mobile Wallet,Jaffna,0
1547,2023-12-18,2663.07,Health,Hospital,Online Transfer,Anuradhapura,0
1548,2023-12-19,4847.98,Bills,Internet,Mobile Wallet,Anuradhapura,0
1549,2023-12-19,2561.39,Transport,Uber,Card,Jaffna,0
1550,2023-12-19,5464.21,Food,Restaurant,Mobile Wallet,Anuradhapura,0
1551,2023-12-20,7743.88,Food,Pizza Hut,Cash,Galle,0
1552,2023-12-20,6184.02,Shopping,Supermarket,Mobile Wallet,Kurunegala,0
1553,2023-12-20,2910.14,Shopping,Electronics Store,Online Transfer,Jaffna,0
1554,2023-12-21,6874.99,Food,Cargills,Card,Kurunegala,0
1555,2023-12-21,3432.28,Food,Keells,Card,Colombo,0
1556,2023-12-21,2624.25,Health,Hospital,Card,Jaffna,0
1557,2023-12-22,1482.04,Entertainment,Spotify,Online Transfer,Kandy,0
1558,2023-12-22,4539.35,Bills,Electricity,Mobile Wallet,Jaffna,0
1559,2023-12-22,5286.27,Bills,Electricity,Card,Galle,0
1560,2023-12-22,8561.29,Food,KFC,Online Transfer,Kandy,0
1561,2023-12-22,1569.02,Health,Medical Centre,Online Transfer,Jaffna,0
1562,2023-12-22,4174.55,Shopping,Electronics Store,Card,Jaffna,0
1563,2023-12-22,4520.13,Food,Pizza Hut,Online Transfer,Kandy,0
1564,2023-12-22,3473.85,Shopping,Daraz,Mobile Wallet,Colombo,0
1565,2023-12-23,12537.56,Food,Pizza Hut,Cash,Galle,0
1566,2023-12-24,2136.57,Health,Hospital,Card,Kandy,0
1567,2023-12-24,6461.53,Shopping,Supermarket,Mobile Wallet,Kandy,0
1568,2023-12-24,3291.43,Transport,Fuel Station,Mobile Wallet,Kandy,0
1569,2023-12-24,6924.85,Bills,Mobile,Mobile Wallet,Anuradhapura,0
1570,2023-12-24,7265.15,Bills,Electricity,Cash,Kandy,0
1571,2023-12-24,8146.79,Bills,Electricity,Cash,Galle,0
1572,2023-12-24,4280.69,Shopping,Electronics Store,Online Transfer,Jaffna,0
1573,2023-12-24,5153.61,Education,Book Shop,Online Transfer,Jaffna,0
1574,2023-12-24,7031.49,Bills,Electricity,Cash,Anuradhapura,0
1575,2023-12-24,7134.15,Food,Pizza Hut,Card,Kandy,0
1576,2023-12-24,2155.13,Education,University,Card,Colombo,0
1577,2023-12-25,7980.79,Bills,Internet,Mobile Wallet,Anuradhapura,0
1578,2023-12-25,7454.66,Food,Restaurant,Mobile Wallet,Colombo,0
1579,2023-12-25,7379.23,Food,Cargills,Card,Jaffna,0
1580,2023-12-25,3590.54,Health,Pharmacy,Cash,Kurunegala,0
1581,2023-12-26,5104.03,Bills,Water,Cash,Anuradhapura,0
1582,2023-12-26,4416.65,Shopping,Electronics Store,Online Transfer,Galle,0
1583,2023-12-26,5226.92,Bills,Internet,Card,Galle,0
1584,2023-12-27,3409.15,Education,University,Cash,Anuradhapura,0
1585,2023-12-27,1716.87,Entertainment,Netflix,Online Transfer,Jaffna,0
1586,2023-12-27,4922.92,Transport,PickMe,Online Transfer,Colombo,0
1587,2023-12-27,8346.4,Bills,Electricity,Online Transfer,Galle,0
1588,2023-12-27,3322.64,Shopping,Supermarket,Mobile Wallet,Kandy,0
1589,2023-12-28,5432.11,Transport,Uber,Card,Kurunegala,0
1590,2023-12-28,4595.66,Transport,Uber,Mobile Wallet,Jaffna,0
1591,2023-12-29,5460.51,Food,KFC,Cash,Anuradhapura,0
1592,2023-12-29,2137.07,Entertainment,Gaming,Mobile Wallet,Anuradhapura,0
1593,2023-12-29,8634.5,Food,Cargills,Card,Galle,0
1594,2023-12-29,4711.38,Transport,Uber,Online Transfer,Jaffna,0
1595,2023-12-30,4815.09,Education,Online Course,Mobile Wallet,Anuradhapura,0
1596,2023-12-30,1623.64,Health,Medical Centre,Cash,Kandy,0
1597,2023-12-30,8931.92,Food,Keells,Cash,Jaffna,0
1598,2023-12-31,10117.23,Food,Restaurant,Mobile Wallet,Galle,0
1599,2023-12-31,2909.42,Health,Medical Centre,Card,Jaffna,0
1600,2024-01-01,9356.65,Bills,Water,Cash,Kandy,0
1601,2024-01-01,3415.0,Education,Book Shop,Mobile Wallet,Galle,0
1602,2024-01-01,9637.91,Bills,Electricity,Online Transfer,Anuradhapura,0
1603,2024-01-02,10636.42,Food,Cargills,Mobile Wallet,Anuradhapura,0
1604,2024-01-02,11383.98,Bills,Water,Card,Kandy,0
1605,2024-01-03,10644.44,Food,KFC,Card,Anuradhapura,0
1606,2024-01-03,3558.45,Entertainment,Spotify,Cash,Colombo,0
1607,2024-01-03,8424.43,Food,Cargills,Cash,Colombo,0
1608,2024-01-03,7624.93,Bills,Electricity,Online Transfer,Kandy,0
1609,2024-01-03,4909.4,Education,University,Card,Colombo,0
