transaction_id,amount,category,merchant,payment_method,location,is_fraud,year,month,day,is_weekend,category_avg_amount,merchant_frequency,payment_impact
369,7668,5,18,2,0,0,2026,5,2,0,4090.480412371134,122,1.5
370,3659,5,1,0,0,0,2026,5,13,0,4090.480412371134,122,1.0
371,19392,4,4,0,1,0,2026,3,2,0,32658.61914460285,128,1.0
372,52747,4,4,0,0,0,2026,2,9,0,32658.61914460285,128,1.0
373,21441,4,4,2,4,0,2026,1,1,0,32658.61914460285,128,1.5
374,7155,3,8,2,4,0,2026,3,10,0,22062.8625,142,1.5
375,14498,1,3,1,2,0,2026,5,14,0,10122.828092243186,182,1.2
376,20717,0,20,2,0,0,2026,5,20,0,13011.339658444023,173,1.5
377,7437,5,19,1,2,0,2026,3,17,0,4090.480412371134,120,1.2
378,18352,4,4,2,0,0,2026,4,10,0,32658.61914460285,128,1.5
379,7171,2,15,2,4,0,2026,6,6,1,4294.937037037037,159,1.5
380,5437,2,10,1,0,0,2026,5,7,0,4294.937037037037,116,1.2
381,2460,5,14,2,4,0,2026,5,3,0,4090.480412371134,121,1.5
382,19321,1,7,0,2,1,2026,1,21,0,10122.828092243186,140,1.0
383,2297,5,1,0,1,0,2026,1,12,0,4090.480412371134,122,1.0
384,58600,4,0,0,4,0,2026,5,6,1,32658.61914460285,115,1.0
385,6708,2,2,2,3,0,2026,3,16,0,4294.937037037037,125,1.5
386,7951,5,1,2,4,0,2026,6,13,0,4090.480412371134,122,1.5
387,7757,5,18,2,4,1,2026,4,18,0,4090.480412371134,122,1.5
388,47818,4,4,2,0,1,2026,5,21,0,32658.61914460285,128,1.5
389,7845,5,18,1,1,0,2026,5,25,0,4090.480412371134,122,1.2
390,13717,1,7,2,2,0,2026,5,19,0,10122.828092243186,140,1.5
391,3999,5,14,0,2,0,2026,3,23,0,4090.480412371134,121,1.0
392,1307,2,15,2,3,0,2026,4,13,0,4294.937037037037,159,1.5
393,4477,5,18,1,3,0,2026,3,25,0,4090.480412371134,122,1.2
394,510,2,15,2,4,0,2026,4,22,0,4294.937037037037,159,1.5
395,2950,5,19,0,3,0,2026,2,22,0,4090.480412371134,120,1.0
396,6369,2,2,0,1,0,2026,5,19,0,4294.937037037037,125,1.0
397,14520,0,9,0,3,0,2026,1,28,0,13011.339658444023,183,1.0
398,8492,4,6,0,4,0,2026,5,2,0,32658.61914460285,120,1.0
399,3726,2,16,2,4,0,2026,6,5,1,4294.937037037037,140,1.5
400,23476,3,8,0,0,0,2026,5,22,0,22062.8625,142,1.0
401,1484,5,14,1,1,0,2026,5,25,0,4090.480412371134,121,1.2
402,6507,1,12,0,3,0,2026,3,26,0,10122.828092243186,155,1.0
403,4431,2,16,1,0,0,2026,1,28,0,4294.937037037037,140,1.2
404,5749,5,19,2,2,0,2026,1,19,0,4090.480412371134,120,1.5
405,10883,4,0,0,0,0,2026,3,28,0,32658.61914460285,115,1.0
406,11407,4,0,2,2,0,2026,1,31,0,32658.61914460285,115,1.5
407,31136,3,11,1,1,0,2026,2,6,1,22062.8625,166,1.2
408,552,5,19,2,2,0,2026,1,15,0,4090.480412371134,120,1.5
409,3593,2,16,2,1,0,2026,6,28,0,4294.937037037037,140,1.5
410,6277,5,18,0,1,0,2026,6,26,0,4090.480412371134,122,1.0
411,19074,0,5,0,4,0,2026,1,6,1,13011.339658444023,171,1.0
412,41661,4,4,2,1,0,2026,3,13,0,32658.61914460285,128,1.5
413,16945,3,11,2,0,0,2026,1,12,0,22062.8625,166,1.5
414,20682,3,8,1,3,0,2026,3,29,0,22062.8625,142,1.2
415,7552,2,2,0,2,0,2026,4,9,0,4294.937037037037,125,1.0
416,1517,5,1,0,3,0,2026,4,13,0,4090.480412371134,122,1.0
417,30475,3,8,1,1,0,2026,1,9,0,22062.8625,142,1.2
418,3113,5,1,0,4,0,2026,3,13,0,4090.480412371134,122,1.0
419,2756,0,20,1,1,0,2026,4,24,0,13011.339658444023,173,1.2
420,1942,5,1,2,4,0,2026,4,2,0,4090.480412371134,122,1.5
421,33128,3,13,1,4,0,2026,6,26,0,22062.8625,172,1.2
422,13366,3,11,1,3,0,2026,4,3,0,22062.8625,166,1.2
423,1400,5,14,2,0,0,2026,5,19,0,4090.480412371134,121,1.5
424,15728,3,13,0,0,0,2026,6,4,0,22062.8625,172,1.0
425,4638,5,1,2,2,0,2026,6,13,0,4090.480412371134,122,1.5
426,16042,0,20,0,3,0,2026,2,6,1,13011.339658444023,173,1.0
427,12273,3,13,0,4,0,2026,6,6,1,22062.8625,172,1.0
428,3399,2,15,0,3,0,2026,1,22,0,4294.937037037037,159,1.0
429,2482,2,16,0,3,0,2026,4,18,0,4294.937037037037,140,1.0
430,11352,4,6,1,4,0,2026,4,12,0,32658.61914460285,120,1.2
431,2915,2,2,0,4,0,2026,6,29,0,4294.937037037037,125,1.0
432,9186,1,3,0,2,0,2026,4,29,0,10122.828092243186,182,1.0
433,9124,1,12,0,1,0,2026,5,19,0,10122.828092243186,155,1.0
434,4523,5,1,2,1,0,2026,1,28,0,4090.480412371134,122,1.5
435,6074,5,14,2,3,0,2026,3,11,0,4090.480412371134,121,1.5
436,9331,4,4,2,0,0,2026,6,20,0,32658.61914460285,128,1.5
437,589,5,1,2,3,0,2026,5,1,0,4090.480412371134,122,1.5
438,16209,3,8,2,4,0,2026,4,17,0,22062.8625,142,1.5
439,56039,4,4,0,2,0,2026,2,8,0,32658.61914460285,128,1.0
440,1551,1,3,1,1,1,2026,1,15,0,10122.828092243186,182,1.2
441,21114,0,9,1,4,0,2026,5,12,0,13011.339658444023,183,1.2
442,19216,4,0,1,4,0,2026,3,4,0,32658.61914460285,115,1.2
443,3771,2,15,1,3,0,2026,5,13,0,4294.937037037037,159,1.2
444,15206,3,13,2,3,0,2026,2,11,0,22062.8625,172,1.5
445,14522,0,9,2,4,0,2026,5,8,0,13011.339658444023,183,1.5
446,5398,2,16,0,1,0,2026,6,11,0,4294.937037037037,140,1.0
447,3267,5,14,2,0,0,2026,4,3,0,4090.480412371134,121,1.5
448,2668,5,14,2,3,0,2026,5,23,0,4090.480412371134,121,1.5
449,13601,4,6,2,3,0,2026,5,15,0,32658.61914460285,120,1.5
450,50803,4,0,2,2,1,2026,6,25,0,32658.61914460285,115,1.5
451,15802,1,12,0,2,0,2026,4,20,0,10122.828092243186,155,1.0
452,735,2,15,0,2,0,2026,3,15,0,4294.937037037037,159,1.0
453,2033,5,14,1,1,0,2026,4,10,0,4090.480412371134,121,1.2
454,30894,4,17,1,3,0,2026,4,22,0,32658.61914460285,128,1.2
455,11836,4,0,1,3,0,2026,4,8,0,32658.61914460285,115,1.2
456,5638,2,10,1,2,0,2026,3,8,0,4294.937037037037,116,1.2
457,6301,2,10,0,1,0,2026,1,12,0,4294.937037037037,116,1.0
458,19970,1,3,2,2,0,2026,5,26,0,10122.828092243186,182,1.5
459,41950,4,17,1,3,1,2026,3,15,0,32658.61914460285,128,1.2
460,10555,0,20,0,2,0,2026,1,30,0,13011.339658444023,173,1.0
461,2770,1,3,1,1,0,2026,2,27,0,10122.828092243186,182,1.2
462,710,2,16,0,3,0,2026,1,30,0,4294.937037037037,140,1.0
463,4394,1,12,0,4,0,2026,3,7,0,10122.828092243186,155,1.0
464,2337,2,10,1,1,0,2026,1,4,0,4294.937037037037,116,1.2
465,56920,4,4,1,2,1,2026,4,24,0,32658.61914460285,128,1.2
466,6073,2,10,0,3,0,2026,5,20,0,4294.937037037037,116,1.0
467,11373,1,12,0,2,0,2026,5,6,1,10122.828092243186,155,1.0
468,3139,5,18,0,0,0,2026,2,14,0,4090.480412371134,122,1.0
469,438,5,18,2,0,0,2026,4,18,0,4090.480412371134,122,1.5
470,20175,0,5,1,1,0,2026,6,3,0,13011.339658444023,171,1.2
471,26947,3,8,2,0,0,2026,4,20,0,22062.8625,142,1.5
472,5734,2,10,1,1,0,2026,1,4,0,4294.937037037037,116,1.2
473,3343,1,12,1,2,0,2026,6,6,1,10122.828092243186,155,1.2
474,7387,1,12,2,3,0,2026,1,1,0,10122.828092243186,155,1.5
475,15715,1,12,2,3,0,2026,3,25,0,10122.828092243186,155,1.5
476,9071,0,9,2,4,0,2026,1,28,0,13011.339658444023,183,1.5
477,45276,4,17,2,4,1,2026,5,4,0,32658.61914460285,128,1.5
478,33462,4,0,2,3,0,2026,1,12,0,32658.61914460285,115,1.5
479,6392,2,2,0,1,0,2026,2,21,0,4294.937037037037,125,1.0
480,23075,4,4,2,1,0,2026,5,13,0,32658.61914460285,128,1.5
481,2236,5,19,0,3,0,2026,5,13,0,4090.480412371134,120,1.0
482,8052,4,6,2,1,0,2026,1,11,0,32658.61914460285,120,1.5
483,21098,3,11,2,4,0,2026,1,5,1,22062.8625,166,1.5
484,7231,1,3,1,4,0,2026,3,16,0,10122.828092243186,182,1.2
485,4493,2,15,1,0,0,2026,3,25,0,4294.937037037037,159,1.2
486,9724,0,5,1,1,0,2026,3,10,0,13011.339658444023,171,1.2
487,655,2,16,0,4,0,2026,5,1,0,4294.937037037037,140,1.0
488,16950,1,12,0,3,0,2026,4,2,0,10122.828092243186,155,1.0
489,6400,5,19,2,3,0,2026,2,20,0,4090.480412371134,120,1.5
490,3382,3,11,2,1,0,2026,5,15,0,22062.8625,166,1.5
491,21672,4,0,0,0,0,2026,1,3,0,32658.61914460285,115,1.0
492,1007,5,14,1,0,0,2026,2,18,0,4090.480412371134,121,1.2
493,10378,1,12,2,0,0,2026,4,17,0,10122.828092243186,155,1.5
494,2153,5,19,1,2,0,2026,4,29,0,4090.480412371134,120,1.2
495,305,5,14,2,0,1,2026,3,3,0,4090.480412371134,121,1.5
496,1506,2,15,1,0,0,2026,2,1,0,4294.937037037037,159,1.2
497,36862,4,17,1,3,0,2026,6,6,1,32658.61914460285,128,1.2
498,1179,2,10,0,4,0,2026,5,15,0,4294.937037037037,116,1.0
499,26190,4,4,2,4,0,2026,1,10,0,32658.61914460285,128,1.5
500,13764,1,7,1,0,0,2026,3,16,0,10122.828092243186,140,1.2
501,7272,5,19,1,2,0,2026,4,14,0,4090.480412371134,120,1.2
502,17864,0,20,2,4,0,2026,6,17,0,13011.339658444023,173,1.5
503,5076,2,16,2,0,0,2026,4,12,0,4294.937037037037,140,1.5
504,4774,3,13,2,0,0,2026,6,15,0,22062.8625,172,1.5
505,4325,5,19,0,2,0,2026,1,27,0,4090.480412371134,120,1.0
506,7017,2,15,2,2,0,2026,2,6,1,4294.937037037037,159,1.5
507,3143,5,14,0,3,0,2026,4,12,0,4090.480412371134,121,1.0
508,15922,1,3,1,4,0,2026,4,30,0,10122.828092243186,182,1.2
509,6055,5,18,2,1,0,2026,1,16,0,4090.480412371134,122,1.5
510,4535,5,19,2,3,0,2026,1,23,0,4090.480412371134,120,1.5
511,8100,0,5,1,1,0,2026,1,22,0,13011.339658444023,171,1.2
512,16773,0,9,0,3,0,2026,5,26,0,13011.339658444023,183,1.0
513,38385,4,6,1,3,0,2026,2,1,0,32658.61914460285,120,1.2
514,934,2,2,0,4,0,2026,6,25,0,4294.937037037037,125,1.0
515,52351,4,6,2,1,1,2026,1,2,0,32658.61914460285,120,1.5
516,7672,1,12,1,0,0,2026,3,2,0,10122.828092243186,155,1.2
517,2227,0,20,0,3,0,2026,3,18,0,13011.339658444023,173,1.0
518,15896,0,5,0,1,0,2026,4,30,0,13011.339658444023,171,1.0
519,7990,2,10,0,4,0,2026,6,7,0,4294.937037037037,116,1.0
520,6130,3,13,2,1,0,2026,6,11,0,22062.8625,172,1.5
521,22483,0,20,2,1,0,2026,6,27,0,13011.339658444023,173,1.5
522,1774,1,7,0,1,0,2026,4,21,0,10122.828092243186,140,1.0
523,17977,3,8,1,3,0,2026,4,15,0,22062.8625,142,1.2
524,44776,4,6,0,4,0,2026,4,30,0,32658.61914460285,120,1.0
525,4390,2,15,1,3,0,2026,1,8,0,4294.937037037037,159,1.2
526,5848,2,16,2,1,1,2026,5,12,0,4294.937037037037,140,1.5
527,25838,3,8,2,4,0,2026,2,27,0,22062.8625,142,1.5
528,40816,4,6,1,4,1,2026,5,5,1,32658.61914460285,120,1.2
529,35328,4,4,2,3,0,2026,2,28,0,32658.61914460285,128,1.5
530,15602,4,6,1,0,0,2026,6,18,0,32658.61914460285,120,1.2
531,49382,4,17,2,0,0,2026,2,25,0,32658.61914460285,128,1.5
532,46644,4,6,2,3,0,2026,5,24,0,32658.61914460285,120,1.5
533,11297,4,6,1,0,0,2026,5,21,0,32658.61914460285,120,1.2
534,49091,4,0,0,0,0,2026,3,29,0,32658.61914460285,115,1.0
535,6951,1,12,1,0,0,2026,6,28,0,10122.828092243186,155,1.2
536,7913,5,1,0,1,0,2026,5,20,0,4090.480412371134,122,1.0
537,9229,0,20,0,2,0,2026,4,27,0,13011.339658444023,173,1.0
538,2884,2,16,2,2,0,2026,5,24,0,4294.937037037037,140,1.5
539,2252,2,2,0,3,0,2026,1,22,0,4294.937037037037,125,1.0
540,3421,2,16,2,4,0,2026,6,5,1,4294.937037037037,140,1.5
541,44017,4,17,1,2,0,2026,5,8,0,32658.61914460285,128,1.2
542,4560,2,15,2,1,0,2026,3,19,0,4294.937037037037,159,1.5
543,1027,5,14,0,2,0,2026,1,7,0,4090.480412371134,121,1.0
544,1520,2,10,2,3,0,2026,4,28,0,4294.937037037037,116,1.5
545,2676,2,10,2,3,0,2026,5,3,0,4294.937037037037,116,1.5
546,770,5,14,1,3,0,2026,1,24,0,4090.480412371134,121,1.2
547,6873,5,18,2,3,1,2026,1,24,0,4090.480412371134,122,1.5
548,38788,3,11,0,3,0,2026,1,18,0,22062.8625,166,1.0
549,2824,1,12,2,4,0,2026,5,8,0,10122.828092243186,155,1.5
550,2452,2,16,1,2,1,2026,4,21,0,4294.937037037037,140,1.2
551,12614,1,3,0,0,0,2026,1,30,0,10122.828092243186,182,1.0
552,12552,4,17,0,4,0,2026,5,21,0,32658.61914460285,128,1.0
553,15984,1,12,1,4,0,2026,3,4,0,10122.828092243186,155,1.2
554,5947,2,15,2,1,0,2026,1,19,0,4294.937037037037,159,1.5
555,3305,3,13,2,2,0,2026,2,25,0,22062.8625,172,1.5
556,1616,2,15,1,2,0,2026,1,19,0,4294.937037037037,159,1.2
557,4229,5,14,0,2,0,2026,5,18,0,4090.480412371134,121,1.0
558,14585,0,20,1,4,0,2026,6,27,0,13011.339658444023,173,1.2
559,15064,1,3,2,2,1,2026,3,10,0,10122.828092243186,182,1.5
560,9445,0,5,0,3,0,2026,6,26,0,13011.339658444023,171,1.0
561,38828,3,11,2,1,0,2026,5,10,0,22062.8625,166,1.5
562,20824,3,13,1,3,0,2026,3,11,0,22062.8625,172,1.2
563,1325,5,14,2,3,1,2026,3,9,0,4090.480412371134,121,1.5
564,7442,2,2,0,1,0,2026,4,3,0,4294.937037037037,125,1.0
565,2552,2,10,2,2,0,2026,1,26,0,4294.937037037037,116,1.5
566,352,5,1,1,1,0,2026,3,29,0,4090.480412371134,122,1.2
567,29648,4,4,1,0,0,2026,5,28,0,32658.61914460285,128,1.2
568,8295,1,3,2,3,0,2026,4,28,0,10122.828092243186,182,1.5
569,17549,3,13,0,3,0,2026,6,24,0,22062.8625,172,1.0
570,8511,1,3,2,2,0,2026,1,31,0,10122.828092243186,182,1.5
571,18874,1,12,0,3,0,2026,3,3,0,10122.828092243186,155,1.0
572,44686,4,4,1,2,0,2026,3,16,0,32658.61914460285,128,1.2
573,26181,3,11,1,3,0,2026,1,25,0,22062.8625,166,1.2
574,9343,3,13,1,0,0,2026,4,14,0,22062.8625,172,1.2
575,5750,2,16,1,1,0,2026,6,10,0,4294.937037037037,140,1.2
576,11827,1,12,2,2,0,2026,2,4,0,10122.828092243186,155,1.5
577,7361,2,2,2,1,0,2026,3,11,0,4294.937037037037,125,1.5
578,1896,5,1,1,0,0,2026,2,20,0,4090.480412371134,122,1.2
579,22725,4,0,1,0,0,2026,2,7,0,32658.61914460285,115,1.2
580,27875,3,8,0,0,0,2026,6,20,0,22062.8625,142,1.0
581,7036,2,15,1,0,0,2026,3,14,0,4294.937037037037,159,1.2
582,44736,4,4,1,2,0,2026,2,14,0,32658.61914460285,128,1.2
583,5589,2,2,2,0,0,2026,2,19,0,4294.937037037037,125,1.5
584,33255,3,8,1,1,0,2026,5,21,0,22062.8625,142,1.2
585,1070,1,12,2,4,0,2026,3,30,0,10122.828092243186,155,1.5
586,23269,4,4,2,3,0,2026,2,21,0,32658.61914460285,128,1.5
587,6982,5,14,2,4,0,2026,1,13,0,4090.480412371134,121,1.5
588,15447,1,7,0,4,0,2026,5,25,0,10122.828092243186,140,1.0
589,36076,3,8,1,0,0,2026,5,16,0,22062.8625,142,1.2
590,1623,2,10,2,1,0,2026,1,5,1,4294.937037037037,116,1.5
591,37159,3,13,2,1,0,2026,5,31,0,22062.8625,172,1.5
592,7678,1,12,0,0,0,2026,6,25,0,10122.828092243186,155,1.0
593,14181,0,5,1,2,0,2026,4,14,0,13011.339658444023,171,1.2
594,24488,3,11,2,4,0,2026,2,20,0,22062.8625,166,1.5
595,23618,0,9,1,0,0,2026,2,10,0,13011.339658444023,183,1.2
596,2427,0,9,1,4,0,2026,6,13,0,13011.339658444023,183,1.2
597,6023,1,12,2,3,0,2026,1,16,0,10122.828092243186,155,1.5
598,17233,4,6,1,1,1,2026,2,15,0,32658.61914460285,120,1.2
599,560,5,14,0,2,0,2026,1,29,0,4090.480412371134,121,1.0
600,10450,3,8,0,1,0,2026,2,17,0,22062.8625,142,1.0
601,57093,4,6,2,3,0,2026,3,1,0,32658.61914460285,120,1.5
602,6983,2,16,0,4,0,2026,2,13,0,4294.937037037037,140,1.0
603,5793,1,3,1,0,0,2026,2,4,0,10122.828092243186,182,1.2
604,4125,5,19,2,2,0,2026,3,29,0,4090.480412371134,120,1.5
605,6311,1,12,1,1,0,2026,6,10,0,10122.828092243186,155,1.2
606,18640,3,8,1,1,0,2026,4,5,1,22062.8625,142,1.2
607,22993,3,13,2,0,0,2026,1,29,0,22062.8625,172,1.5
608,44921,4,17,0,2,1,2026,4,8,0,32658.61914460285,128,1.0
609,15308,0,9,2,0,0,2026,6,16,0,13011.339658444023,183,1.5
610,15621,0,9,1,1,0,2026,1,9,0,13011.339658444023,183,1.2
611,12093,0,5,1,0,0,2026,4,28,0,13011.339658444023,171,1.2
612,27789,3,13,1,0,0,2026,5,29,0,22062.8625,172,1.2
613,16538,0,9,1,4,0,2026,3,3,0,13011.339658444023,183,1.2
614,23204,0,20,2,3,0,2026,5,7,0,13011.339658444023,173,1.5
615,17118,4,6,1,0,0,2026,5,4,0,32658.61914460285,120,1.2
616,6633,2,10,0,4,0,2026,3,30,0,4294.937037037037,116,1.0
617,18827,1,7,1,1,0,2026,6,29,0,10122.828092243186,140,1.2
618,7552,2,10,2,1,0,2026,2,23,0,4294.937037037037,116,1.5
619,19373,3,13,0,3,0,2026,4,3,0,22062.8625,172,1.0
620,7280,5,18,0,1,0,2026,3,24,0,4090.480412371134,122,1.0
621,1939,5,1,2,1,0,2026,6,22,0,4090.480412371134,122,1.5
622,4229,2,16,2,3,0,2026,5,11,0,4294.937037037037,140,1.5
623,18356,0,20,2,0,0,2026,5,11,0,13011.339658444023,173,1.5
624,31276,3,8,2,3,0,2026,5,20,0,22062.8625,142,1.5
625,1420,1,3,1,0,0,2026,1,9,0,10122.828092243186,182,1.2
626,2954,1,3,1,2,0,2026,1,18,0,10122.828092243186,182,1.2
627,5737,1,7,2,0,0,2026,5,13,0,10122.828092243186,140,1.5
628,7519,5,14,2,2,0,2026,2,14,0,4090.480412371134,121,1.5
629,13990,1,12,1,1,0,2026,4,1,0,10122.828092243186,155,1.2
630,13747,4,6,1,0,0,2026,5,14,0,32658.61914460285,120,1.2
631,7953,5,14,0,0,0,2026,4,9,0,4090.480412371134,121,1.0
632,12613,1,7,0,4,0,2026,3,14,0,10122.828092243186,140,1.0
633,686,5,19,2,3,0,2026,1,4,0,4090.480412371134,120,1.5
634,3684,5,14,2,4,0,2026,5,27,0,4090.480412371134,121,1.5
635,36360,3,8,2,3,1,2026,2,12,0,22062.8625,142,1.5
636,51368,4,0,1,3,0,2026,2,14,0,32658.61914460285,115,1.2
637,7789,5,18,1,0,0,2026,6,26,0,4090.480412371134,122,1.2
638,1951,5,1,2,4,0,2026,3,27,0,4090.480412371134,122,1.5
639,5471,0,20,1,1,0,2026,3,22,0,13011.339658444023,173,1.2
640,3405,5,14,2,4,0,2026,2,3,0,4090.480412371134,121,1.5
641,33462,3,13,1,4,0,2026,6,28,0,22062.8625,172,1.2
642,15227,1,3,0,4,0,2026,4,19,0,10122.828092243186,182,1.0
643,2410,5,18,0,4,0,2026,4,7,0,4090.480412371134,122,1.0
644,6302,1,12,1,1,0,2026,1,23,0,10122.828092243186,155,1.2
645,14519,3,11,1,4,0,2026,3,5,1,22062.8625,166,1.2
646,19023,3,13,0,1,0,2026,6,24,0,22062.8625,172,1.0
647,18052,3,13,2,2,0,2026,5,8,0,22062.8625,172,1.5
648,30535,3,11,0,4,0,2026,2,11,0,22062.8625,166,1.0
649,17944,0,20,2,4,0,2026,1,3,0,13011.339658444023,173,1.5
650,1454,2,16,0,1,0,2026,3,15,0,4294.937037037037,140,1.0
651,12804,1,12,0,3,0,2026,1,4,0,10122.828092243186,155,1.0
652,20245,4,4,2,4,0,2026,1,8,0,32658.61914460285,128,1.5
653,4453,0,5,1,3,0,2026,2,19,0,13011.339658444023,171,1.2
654,29707,3,11,2,0,0,2026,5,8,0,22062.8625,166,1.5
655,5951,0,9,0,0,0,2026,2,9,0,13011.339658444023,183,1.0
656,7427,2,2,1,4,0,2026,2,28,0,4294.937037037037,125,1.2
657,13199,0,9,2,4,0,2026,6,13,0,13011.339658444023,183,1.5
658,1896,2,16,0,3,0,2026,3,17,0,4294.937037037037,140,1.0
659,12199,3,8,1,1,0,2026,3,15,0,22062.8625,142,1.2
660,9882,0,20,1,1,0,2026,1,8,0,13011.339658444023,173,1.2
661,4096,3,8,1,3,0,2026,4,17,0,22062.8625,142,1.2
662,42553,4,0,1,4,0,2026,5,8,0,32658.61914460285,115,1.2
663,7713,2,2,0,0,0,2026,3,28,0,4294.937037037037,125,1.0
664,17238,0,5,1,4,0,2026,5,5,1,13011.339658444023,171,1.2
665,4317,1,3,1,4,0,2026,5,6,1,10122.828092243186,182,1.2
666,36579,3,11,0,3,0,2026,3,11,0,22062.8625,166,1.0
667,7077,5,1,1,2,0,2026,2,3,0,4090.480412371134,122,1.2
668,6266,5,14,2,4,0,2026,6,21,0,4090.480412371134,121,1.5
669,18650,0,9,0,0,0,2026,2,10,0,13011.339658444023,183,1.0
670,7254,2,15,1,0,0,2026,4,15,0,4294.937037037037,159,1.2
671,35918,3,11,1,1,1,2026,1,24,0,22062.8625,166,1.2
672,1314,2,15,1,4,0,2026,6,25,0,4294.937037037037,159,1.2
673,1241,5,14,1,3,0,2026,2,18,0,4090.480412371134,121,1.2
674,36161,4,17,2,4,0,2026,4,28,0,32658.61914460285,128,1.5
675,7678,2,15,1,1,0,2026,5,12,0,4294.937037037037,159,1.2
676,13934,0,5,0,4,0,2026,2,26,0,13011.339658444023,171,1.0
677,44980,4,6,2,2,0,2026,2,10,0,32658.61914460285,120,1.5
678,37719,3,11,1,0,0,2026,5,29,0,22062.8625,166,1.2
679,2456,5,19,0,2,0,2026,2,15,0,4090.480412371134,120,1.0
680,7198,5,14,0,1,0,2026,3,13,0,4090.480412371134,121,1.0
681,7147,2,2,1,4,0,2026,4,16,0,4294.937037037037,125,1.2
682,4397,5,18,0,0,0,2026,3,21,0,4090.480412371134,122,1.0
683,5044,5,19,0,0,0,2026,1,22,0,4090.480412371134,120,1.0
684,34473,3,13,0,2,0,2026,1,17,0,22062.8625,172,1.0
685,13887,0,9,1,1,0,2026,5,4,0,13011.339658444023,183,1.2
686,6270,1,3,0,4,0,2026,2,16,0,10122.828092243186,182,1.0
687,30806,3,13,2,4,0,2026,6,28,0,22062.8625,172,1.5
688,20409,0,20,2,0,0,2026,2,25,0,13011.339658444023,173,1.5
689,3472,2,10,2,3,0,2026,5,8,0,4294.937037037037,116,1.5
690,30839,4,17,0,2,0,2026,1,31,0,32658.61914460285,128,1.0
691,3538,5,18,1,2,0,2026,5,9,0,4090.480412371134,122,1.2
692,22062,3,11,0,0,0,2026,5,22,0,22062.8625,166,1.0
693,12749,0,20,1,2,0,2026,5,31,0,13011.339658444023,173,1.2
694,9839,4,17,1,2,0,2026,5,30,0,32658.61914460285,128,1.2
695,4726,5,1,1,4,0,2026,2,5,1,4090.480412371134,122,1.2
696,22343,4,6,1,4,0,2026,4,15,0,32658.61914460285,120,1.2
697,2603,0,5,0,3,1,2026,1,28,0,13011.339658444023,171,1.0
698,17618,0,5,2,1,0,2026,6,8,0,13011.339658444023,171,1.5
699,35431,4,17,2,0,1,2026,3,4,0,32658.61914460285,128,1.5
700,7411,1,12,0,0,0,2026,2,11,0,10122.828092243186,155,1.0
701,8872,0,5,2,0,0,2026,6,10,0,13011.339658444023,171,1.5
702,14436,4,17,1,4,0,2026,3,14,0,32658.61914460285,128,1.2
703,11083,3,8,0,1,0,2026,5,17,0,22062.8625,142,1.0
704,34152,3,8,2,2,0,2026,3,20,0,22062.8625,142,1.5
705,13022,1,7,0,1,0,2026,3,29,0,10122.828092243186,140,1.0
706,7870,0,5,0,4,0,2026,5,25,0,13011.339658444023,171,1.0
707,7105,5,14,2,0,0,2026,2,12,0,4090.480412371134,121,1.5
708,3617,1,3,1,3,0,2026,1,15,0,10122.828092243186,182,1.2
709,20757,3,13,1,2,0,2026,2,23,0,22062.8625,172,1.2
710,7652,2,15,0,4,1,2026,5,28,0,4294.937037037037,159,1.0
711,4361,2,10,2,3,0,2026,1,6,1,4294.937037037037,116,1.5
712,9981,4,17,0,2,0,2026,1,27,0,32658.61914460285,128,1.0
713,757,5,19,1,3,0,2026,2,20,0,4090.480412371134,120,1.2
714,3746,2,10,2,4,0,2026,6,3,0,4294.937037037037,116,1.5
715,2726,0,20,1,2,0,2026,2,8,0,13011.339658444023,173,1.2
716,1970,1,12,2,1,0,2026,6,28,0,10122.828092243186,155,1.5
717,47504,4,4,2,4,0,2026,4,29,0,32658.61914460285,128,1.5
718,3069,5,18,2,2,0,2026,5,5,1,4090.480412371134,122,1.5
719,25485,4,6,1,4,0,2026,6,22,0,32658.61914460285,120,1.2
720,27375,3,8,1,4,0,2026,5,15,0,22062.8625,142,1.2
721,6908,4,6,1,0,0,2026,2,25,0,32658.61914460285,120,1.2
722,6675,2,16,0,0,0,2026,6,17,0,4294.937037037037,140,1.0
723,52436,4,6,2,0,0,2026,3,30,0,32658.61914460285,120,1.5
724,27013,4,6,0,3,0,2026,1,14,0,32658.61914460285,120,1.0
725,13218,3,13,2,1,1,2026,4,26,0,22062.8625,172,1.5
726,8459,0,20,1,2,0,2026,1,14,0,13011.339658444023,173,1.2
727,6569,5,19,0,2,0,2026,1,28,0,4090.480412371134,120,1.0
728,3086,2,15,2,4,0,2026,3,18,0,4294.937037037037,159,1.5
729,2832,5,18,0,4,0,2026,3,4,0,4090.480412371134,122,1.0
730,10894,1,3,1,3,0,2026,6,23,0,10122.828092243186,182,1.2
731,2371,2,15,2,2,0,2026,2,7,0,4294.937037037037,159,1.5
732,6011,0,20,1,4,0,2026,5,31,0,13011.339658444023,173,1.2
733,7414,2,15,2,0,0,2026,4,20,0,4294.937037037037,159,1.5
734,34461,3,13,2,4,0,2026,6,10,0,22062.8625,172,1.5
735,6887,1,7,1,1,0,2026,5,5,1,10122.828092243186,140,1.2
736,5838,5,14,0,2,0,2026,1,15,0,4090.480412371134,121,1.0
737,50454,4,0,1,1,1,2026,3,25,0,32658.61914460285,115,1.2
738,4804,2,15,1,4,0,2026,4,30,0,4294.937037037037,159,1.2
