transaction_id,amount,category,merchant,payment_method,location,is_fraud,year,month,day,is_weekend,category_avg_amount,merchant_frequency,payment_impact,amount_difference
631,4543,2,2,2,4,1,2026,4,6,1,4237.168674698795,139,1.5,305.83132530120474
632,4834,2,2,0,2,0,2026,6,15,0,4237.168674698795,139,1.0,596.8313253012047
633,7957,4,0,1,2,1,2026,3,5,1,32625.434184675836,130,1.2,-24668.434184675836
634,2062,5,14,2,3,0,2026,2,4,0,4002.865800865801,128,1.5,-1940.8658008658008
635,21232,0,20,0,1,0,2026,2,19,0,12712.13627254509,161,1.0,8519.86372745491
636,17313,1,7,2,2,0,2026,5,31,0,10593.915413533834,201,1.5,6719.084586466166
637,14419,4,0,0,3,0,2026,3,10,0,32625.434184675836,130,1.0,-18206.434184675836
638,38472,3,11,2,2,0,2026,2,3,0,20874.974,170,1.5,17597.026
639,2954,0,20,1,3,0,2026,6,29,0,12712.13627254509,161,1.2,-9758.13627254509
640,2607,0,5,2,3,0,2026,1,26,0,12712.13627254509,188,1.5,-10105.13627254509
641,5929,0,5,0,2,0,2026,4,11,0,12712.13627254509,188,1.0,-6783.136272545091
642,23574,3,11,0,2,0,2026,5,24,0,20874.974,170,1.0,2699.0260000000017
643,18243,4,0,1,1,0,2026,6,11,0,32625.434184675836,130,1.2,-14382.434184675836
644,11404,1,7,2,3,0,2026,3,10,0,10593.915413533834,201,1.5,810.084586466166
645,11302,0,20,1,1,0,2026,3,2,0,12712.13627254509,161,1.2,-1410.1362725450908
646,2854,5,1,1,0,0,2026,1,15,0,4002.865800865801,121,1.2,-1148.8658008658008
647,37826,3,8,0,2,0,2026,4,24,0,20874.974,169,1.0,16951.026
648,5306,5,18,1,1,0,2026,1,29,0,4002.865800865801,104,1.2,1303.1341991341992
649,22273,3,11,0,2,0,2026,3,21,0,20874.974,170,1.0,1398.0260000000017
650,5222,0,20,2,3,1,2026,6,5,1,12712.13627254509,161,1.5,-7490.136272545091
651,16434,3,13,2,4,0,2026,4,15,0,20874.974,161,1.5,-4440.973999999998
652,32934,4,4,2,0,1,2026,3,7,0,32625.434184675836,123,1.5,308.56581532416385
653,7098,5,18,1,0,0,2026,1,24,0,4002.865800865801,104,1.2,3095.134199134199
654,29299,3,8,2,1,0,2026,1,5,1,20874.974,169,1.5,8424.026000000002
655,2362,0,9,1,0,0,2026,6,28,0,12712.13627254509,150,1.2,-10350.13627254509
656,7377,5,18,1,3,0,2026,3,8,0,4002.865800865801,104,1.2,3374.134199134199
657,7631,5,18,2,4,0,2026,6,19,0,4002.865800865801,104,1.5,3628.134199134199
658,6124,5,19,0,4,0,2026,3,28,0,4002.865800865801,109,1.0,2121.134199134199
659,8346,1,3,0,3,0,2026,4,19,0,10593.915413533834,162,1.0,-2247.915413533834
660,3978,5,14,0,0,0,2026,2,8,0,4002.865800865801,128,1.0,-24.865800865800793
661,2918,5,18,0,0,0,2026,2,1,0,4002.865800865801,104,1.0,-1084.8658008658008
662,34528,3,8,0,4,0,2026,1,30,0,20874.974,169,1.0,13653.026000000002
663,37303,3,13,0,2,0,2026,5,4,0,20874.974,161,1.0,16428.026
664,1269,5,18,0,0,0,2026,2,16,0,4002.865800865801,104,1.0,-2733.865800865801
665,20020,0,9,0,3,0,2026,5,25,0,12712.13627254509,150,1.0,7307.863727454909
666,19887,0,9,0,0,0,2026,4,10,0,12712.13627254509,150,1.0,7174.863727454909
667,14311,0,5,2,3,0,2026,4,27,0,12712.13627254509,188,1.5,1598.8637274549092
668,11086,4,6,1,1,0,2026,1,26,0,32625.434184675836,120,1.2,-21539.434184675836
669,21122,0,20,2,2,0,2026,3,15,0,12712.13627254509,161,1.5,8409.86372745491
670,36448,4,0,1,1,0,2026,5,11,0,32625.434184675836,130,1.2,3822.565815324164
671,11115,3,11,1,0,0,2026,2,18,0,20874.974,170,1.2,-9759.973999999998
672,20773,3,8,0,4,0,2026,4,23,0,20874.974,169,1.0,-101.97399999999834
673,2003,5,14,2,0,0,2026,6,14,0,4002.865800865801,128,1.5,-1999.8658008658008
674,14672,0,20,1,4,0,2026,5,1,0,12712.13627254509,161,1.2,1959.8637274549092
675,10497,1,12,2,3,0,2026,4,21,0,10593.915413533834,169,1.5,-96.915413533834
676,11003,0,9,1,2,0,2026,5,13,0,12712.13627254509,150,1.2,-1709.1362725450908
677,11934,1,12,1,1,0,2026,4,1,0,10593.915413533834,169,1.2,1340.084586466166
678,5626,2,15,0,0,0,2026,6,6,1,4237.168674698795,117,1.0,1388.8313253012047
679,37184,3,8,1,3,0,2026,3,17,0,20874.974,169,1.2,16309.026000000002
680,7291,4,17,1,0,0,2026,1,19,0,32625.434184675836,136,1.2,-25334.434184675836
681,4120,2,2,2,3,0,2026,3,1,0,4237.168674698795,139,1.5,-117.16867469879526
682,38880,4,4,1,4,0,2026,6,20,0,32625.434184675836,123,1.2,6254.565815324164
683,27943,3,11,1,1,0,2026,2,15,0,20874.974,170,1.2,7068.026000000002
684,1867,5,18,1,1,0,2026,1,16,0,4002.865800865801,104,1.2,-2135.865800865801
685,34368,3,11,0,3,0,2026,3,22,0,20874.974,170,1.0,13493.026000000002
686,6102,2,2,2,1,0,2026,3,30,0,4237.168674698795,139,1.5,1864.8313253012047
687,28601,3,11,0,4,0,2026,2,2,0,20874.974,170,1.0,7726.026000000002
688,5883,2,15,2,4,0,2026,6,7,0,4237.168674698795,117,1.5,1645.8313253012047
689,31966,4,0,0,2,0,2026,2,24,0,32625.434184675836,130,1.0,-659.4341846758361
690,18985,1,7,0,0,0,2026,3,20,0,10593.915413533834,201,1.0,8391.084586466166
691,25801,4,6,0,2,0,2026,2,15,0,32625.434184675836,120,1.0,-6824.434184675836
692,1203,5,1,0,3,0,2026,3,29,0,4002.865800865801,121,1.0,-2799.865800865801
693,6921,5,18,2,0,0,2026,5,11,0,4002.865800865801,104,1.5,2918.134199134199
694,13396,3,13,1,4,0,2026,4,14,0,20874.974,161,1.2,-7478.973999999998
695,2082,2,10,1,1,0,2026,6,26,0,4237.168674698795,123,1.2,-2155.1686746987953
696,23378,3,11,1,3,0,2026,5,20,0,20874.974,170,1.2,2503.0260000000017
697,9106,1,3,0,1,0,2026,4,1,0,10593.915413533834,162,1.0,-1487.915413533834
698,1785,5,19,1,0,0,2026,6,25,0,4002.865800865801,109,1.2,-2217.865800865801
699,6682,5,1,1,4,0,2026,2,14,0,4002.865800865801,121,1.2,2679.134199134199
700,1794,0,5,2,3,0,2026,1,25,0,12712.13627254509,188,1.5,-10918.13627254509
701,28913,3,13,2,2,0,2026,4,3,0,20874.974,161,1.5,8038.026000000002
702,14665,1,7,2,4,0,2026,4,26,0,10593.915413533834,201,1.5,4071.084586466166
703,4052,5,18,2,3,0,2026,6,17,0,4002.865800865801,104,1.5,49.13419913419921
704,3913,2,10,1,1,0,2026,4,8,0,4237.168674698795,123,1.2,-324.16867469879526
705,12128,0,20,0,3,0,2026,2,27,0,12712.13627254509,161,1.0,-584.1362725450908
706,19880,1,3,2,2,0,2026,3,23,0,10593.915413533834,162,1.5,9286.084586466166
707,8807,0,20,1,1,0,2026,5,22,0,12712.13627254509,161,1.2,-3905.136272545091
708,1745,5,1,1,4,1,2026,6,15,0,4002.865800865801,121,1.2,-2257.865800865801
709,12338,3,13,0,4,0,2026,3,25,0,20874.974,161,1.0,-8536.973999999998
710,7738,2,16,2,2,0,2026,1,20,0,4237.168674698795,119,1.5,3500.8313253012047
711,37235,4,0,0,1,0,2026,3,29,0,32625.434184675836,130,1.0,4609.565815324164
712,15339,0,20,0,4,0,2026,2,26,0,12712.13627254509,161,1.0,2626.863727454909
713,2638,5,14,1,2,0,2026,1,7,0,4002.865800865801,128,1.2,-1364.8658008658008
714,6513,3,13,2,2,0,2026,6,29,0,20874.974,161,1.5,-14361.973999999998
715,3174,5,14,0,2,0,2026,1,13,0,4002.865800865801,128,1.0,-828.8658008658008
716,3572,2,16,0,4,0,2026,3,6,1,4237.168674698795,119,1.0,-665.1686746987953
717,35744,3,8,1,1,0,2026,1,10,0,20874.974,169,1.2,14869.026000000002
718,19089,0,20,0,2,0,2026,3,13,0,12712.13627254509,161,1.0,6376.863727454909
719,2067,5,19,0,4,0,2026,3,4,0,4002.865800865801,109,1.0,-1935.8658008658008
720,15431,3,8,1,3,0,2026,2,6,1,20874.974,169,1.2,-5443.973999999998
721,1146,5,19,0,1,0,2026,6,19,0,4002.865800865801,109,1.0,-2856.865800865801
722,42224,4,17,0,0,0,2026,5,27,0,32625.434184675836,136,1.0,9598.565815324164
723,4636,2,10,2,0,0,2026,1,30,0,4237.168674698795,123,1.5,398.83132530120474
724,1110,2,16,0,4,0,2026,1,12,0,4237.168674698795,119,1.0,-3127.1686746987953
725,7957,5,14,1,1,0,2026,5,21,0,4002.865800865801,128,1.2,3954.134199134199
726,2705,1,12,0,4,0,2026,4,20,0,10593.915413533834,169,1.0,-7888.915413533834
727,6582,4,0,0,1,0,2026,3,25,0,32625.434184675836,130,1.0,-26043.434184675836
728,4700,5,18,0,3,0,2026,2,3,0,4002.865800865801,104,1.0,697.1341991341992
729,3675,5,14,0,2,0,2026,6,27,0,4002.865800865801,128,1.0,-327.8658008658008
730,11631,3,13,0,3,0,2026,4,16,0,20874.974,161,1.0,-9243.973999999998
731,52235,4,17,2,1,1,2026,1,20,0,32625.434184675836,136,1.5,19609.565815324164
732,11440,1,3,0,2,0,2026,3,9,0,10593.915413533834,162,1.0,846.084586466166
733,17319,0,9,2,4,0,2026,3,16,0,12712.13627254509,150,1.5,4606.863727454909
734,6526,5,14,0,3,0,2026,3,12,0,4002.865800865801,128,1.0,2523.134199134199
735,6193,5,14,0,0,0,2026,6,26,0,4002.865800865801,128,1.0,2190.134199134199
736,14474,4,4,2,4,0,2026,6,1,0,32625.434184675836,123,1.5,-18151.434184675836
737,2207,1,12,0,2,0,2026,2,25,0,10593.915413533834,169,1.0,-8386.915413533834
738,4155,1,12,1,0,0,2026,5,20,0,10593.915413533834,169,1.2,-6438.915413533834
739,6768,2,16,2,3,0,2026,1,11,0,4237.168674698795,119,1.5,2530.8313253012047
740,21713,3,8,1,1,0,2026,6,13,0,20874.974,169,1.2,838.0260000000017
741,33199,4,17,0,3,0,2026,6,15,0,32625.434184675836,136,1.0,573.5658153241639
742,3868,2,2,1,2,0,2026,2,7,0,4237.168674698795,139,1.2,-369.16867469879526
743,7528,2,10,0,0,0,2026,6,3,0,4237.168674698795,123,1.0,3290.8313253012047
744,6477,2,2,0,4,0,2026,1,28,0,4237.168674698795,139,1.0,2239.8313253012047
745,18962,1,7,1,3,0,2026,1,13,0,10593.915413533834,201,1.2,8368.084586466166
746,8301,0,20,2,0,1,2026,3,2,0,12712.13627254509,161,1.5,-4411.136272545091
747,6341,2,15,0,4,0,2026,5,22,0,4237.168674698795,117,1.0,2103.8313253012047
748,15223,1,3,2,1,0,2026,4,28,0,10593.915413533834,162,1.5,4629.084586466166
749,54286,4,17,1,3,1,2026,1,26,0,32625.434184675836,136,1.2,21660.565815324164
750,475,5,18,0,4,0,2026,2,18,0,4002.865800865801,104,1.0,-3527.865800865801
751,21076,3,11,1,3,0,2026,4,9,0,20874.974,170,1.2,201.02600000000166
752,7067,5,18,1,2,0,2026,1,2,0,4002.865800865801,104,1.2,3064.134199134199
753,5593,2,16,0,4,0,2026,5,18,0,4237.168674698795,119,1.0,1355.8313253012047
754,3077,2,2,1,4,0,2026,3,24,0,4237.168674698795,139,1.2,-1160.1686746987953
755,53723,4,4,2,2,0,2026,3,6,1,32625.434184675836,123,1.5,21097.565815324164
756,6098,2,10,1,2,0,2026,4,14,0,4237.168674698795,123,1.2,1860.8313253012047
757,5339,5,18,2,2,0,2026,2,2,0,4002.865800865801,104,1.5,1336.1341991341992
758,54327,4,6,2,2,0,2026,5,1,0,32625.434184675836,120,1.5,21701.565815324164
759,23827,0,9,1,0,0,2026,2,2,0,12712.13627254509,150,1.2,11114.86372745491
760,6329,2,2,0,0,0,2026,1,5,1,4237.168674698795,139,1.0,2091.8313253012047
761,9825,1,3,1,1,0,2026,3,23,0,10593.915413533834,162,1.2,-768.915413533834
762,1430,5,14,0,0,0,2026,1,26,0,4002.865800865801,128,1.0,-2572.865800865801
763,35678,3,13,0,4,0,2026,2,23,0,20874.974,161,1.0,14803.026000000002
764,11910,3,8,0,0,0,2026,4,18,0,20874.974,169,1.0,-8964.973999999998
765,1043,2,10,1,0,0,2026,5,31,0,4237.168674698795,123,1.2,-3194.1686746987953
766,3698,0,9,0,2,0,2026,4,29,0,12712.13627254509,150,1.0,-9014.13627254509
767,4242,2,16,2,0,0,2026,4,29,0,4237.168674698795,119,1.5,4.831325301204743
768,23561,0,5,1,2,0,2026,6,17,0,12712.13627254509,188,1.2,10848.86372745491
769,13233,0,9,0,1,0,2026,5,14,0,12712.13627254509,150,1.0,520.8637274549092
770,18493,0,9,2,2,0,2026,1,25,0,12712.13627254509,150,1.5,5780.863727454909
771,666,2,10,1,4,0,2026,3,8,0,4237.168674698795,123,1.2,-3571.1686746987953
772,17969,4,6,1,3,0,2026,3,22,0,32625.434184675836,120,1.2,-14656.434184675836
773,23370,0,5,1,3,0,2026,3,5,1,12712.13627254509,188,1.2,10657.86372745491
774,6211,2,15,1,0,0,2026,6,29,0,4237.168674698795,117,1.2,1973.8313253012047
775,5366,5,19,0,4,0,2026,1,10,0,4002.865800865801,109,1.0,1363.1341991341992
776,5539,5,1,1,2,0,2026,4,30,0,4002.865800865801,121,1.2,1536.1341991341992
777,19670,1,3,2,0,0,2026,2,3,0,10593.915413533834,162,1.5,9076.084586466166
778,10596,0,9,2,2,0,2026,2,4,0,12712.13627254509,150,1.5,-2116.136272545091
779,17494,1,12,2,2,0,2026,3,3,0,10593.915413533834,169,1.5,6900.084586466166
780,31820,3,11,1,2,0,2026,5,19,0,20874.974,170,1.2,10945.026000000002
781,23754,0,9,0,4,0,2026,6,23,0,12712.13627254509,150,1.0,11041.86372745491
782,7663,3,13,2,0,0,2026,6,3,0,20874.974,161,1.5,-13211.973999999998
783,26814,3,13,2,1,0,2026,1,2,0,20874.974,161,1.5,5939.026000000002
784,4722,5,1,2,1,0,2026,6,26,0,4002.865800865801,121,1.5,719.1341991341992
785,38806,3,11,0,1,0,2026,6,3,0,20874.974,170,1.0,17931.026
786,5170,0,20,1,1,0,2026,3,29,0,12712.13627254509,161,1.2,-7542.136272545091
787,11048,3,11,0,0,0,2026,2,20,0,20874.974,170,1.0,-9826.973999999998
788,57621,4,0,0,2,0,2026,2,15,0,32625.434184675836,130,1.0,24995.565815324164
789,28834,3,13,1,3,0,2026,3,5,1,20874.974,161,1.2,7959.026000000002
790,28585,3,13,0,2,0,2026,4,13,0,20874.974,161,1.0,7710.026000000002
791,58180,4,0,1,2,0,2026,2,3,0,32625.434184675836,130,1.2,25554.565815324164
792,24513,4,0,1,4,0,2026,3,2,0,32625.434184675836,130,1.2,-8112.434184675836
793,41380,4,17,1,3,0,2026,2,10,0,32625.434184675836,136,1.2,8754.565815324164
794,5082,5,18,0,4,0,2026,4,9,0,4002.865800865801,104,1.0,1079.1341991341992
795,18363,3,8,2,0,0,2026,5,23,0,20874.974,169,1.5,-2511.9739999999983
796,9345,1,3,0,0,0,2026,5,15,0,10593.915413533834,162,1.0,-1248.915413533834
797,878,2,10,1,0,0,2026,4,4,0,4237.168674698795,123,1.2,-3359.1686746987953
798,22906,3,13,2,4,1,2026,4,5,1,20874.974,161,1.5,2031.0260000000017
799,32631,3,11,2,4,0,2026,5,29,0,20874.974,170,1.5,11756.026000000002
800,5594,5,1,0,3,0,2026,6,12,0,4002.865800865801,121,1.0,1591.1341991341992
801,2994,2,10,0,4,0,2026,2,16,0,4237.168674698795,123,1.0,-1243.1686746987953
802,12320,0,20,2,0,0,2026,5,4,0,12712.13627254509,161,1.5,-392.13627254509083
803,2430,1,7,2,2,0,2026,2,2,0,10593.915413533834,201,1.5,-8163.915413533834
804,21786,3,13,1,3,0,2026,3,12,0,20874.974,161,1.2,911.0260000000017
805,5268,5,14,2,2,0,2026,4,20,0,4002.865800865801,128,1.5,1265.1341991341992
806,19684,1,7,2,3,0,2026,2,7,0,10593.915413533834,201,1.5,9090.084586466166
807,8733,1,12,0,0,0,2026,3,12,0,10593.915413533834,169,1.0,-1860.915413533834
808,22227,4,6,2,4,0,2026,2,26,0,32625.434184675836,120,1.5,-10398.434184675836
809,4936,2,15,2,3,0,2026,4,30,0,4237.168674698795,117,1.5,698.8313253012047
810,390,5,19,1,1,0,2026,1,18,0,4002.865800865801,109,1.2,-3612.865800865801
811,52844,4,6,1,1,0,2026,5,1,0,32625.434184675836,120,1.2,20218.565815324164
812,11891,0,5,2,3,0,2026,1,14,0,12712.13627254509,188,1.5,-821.1362725450908
813,3520,3,8,0,0,0,2026,3,25,0,20874.974,169,1.0,-17354.974
814,7254,1,12,0,0,0,2026,1,22,0,10593.915413533834,169,1.0,-3339.915413533834
815,12576,3,11,1,0,0,2026,2,22,0,20874.974,170,1.2,-8298.973999999998
816,9148,4,17,1,2,0,2026,5,2,0,32625.434184675836,136,1.2,-23477.434184675836
817,15740,0,5,1,3,0,2026,6,10,0,12712.13627254509,188,1.2,3027.863727454909
818,39061,4,4,0,2,0,2026,1,20,0,32625.434184675836,123,1.0,6435.565815324164
819,15170,4,4,1,0,0,2026,4,26,0,32625.434184675836,123,1.2,-17455.434184675836
820,4354,1,12,2,0,0,2026,5,13,0,10593.915413533834,169,1.5,-6239.915413533834
821,4653,3,13,0,1,1,2026,1,3,0,20874.974,161,1.0,-16221.973999999998
822,979,5,18,2,2,0,2026,2,20,0,4002.865800865801,104,1.5,-3023.865800865801
823,49364,4,17,0,1,0,2026,5,4,0,32625.434184675836,136,1.0,16738.565815324164
824,3663,1,3,0,1,0,2026,3,17,0,10593.915413533834,162,1.0,-6930.915413533834
825,1362,0,5,0,0,0,2026,1,30,0,12712.13627254509,188,1.0,-11350.13627254509
826,3395,5,19,0,1,0,2026,6,17,0,4002.865800865801,109,1.0,-607.8658008658008
827,6816,5,14,2,3,0,2026,2,15,0,4002.865800865801,128,1.5,2813.134199134199
828,36289,3,11,0,2,0,2026,5,6,1,20874.974,170,1.0,15414.026000000002
829,5991,5,14,0,4,0,2026,3,31,0,4002.865800865801,128,1.0,1988.1341991341992
830,7814,5,1,0,0,0,2026,4,1,0,4002.865800865801,121,1.0,3811.134199134199
831,13439,1,12,0,3,0,2026,2,1,0,10593.915413533834,169,1.0,2845.084586466166
832,13911,3,8,1,2,0,2026,5,11,0,20874.974,169,1.2,-6963.973999999998
833,7239,1,3,2,4,0,2026,1,14,0,10593.915413533834,162,1.5,-3354.915413533834
834,778,2,10,0,0,0,2026,5,17,0,4237.168674698795,123,1.0,-3459.1686746987953
835,5783,5,19,1,2,0,2026,6,10,0,4002.865800865801,109,1.2,1780.1341991341992
836,11157,4,4,1,4,0,2026,5,1,0,32625.434184675836,123,1.2,-21468.434184675836
837,12083,4,6,1,1,0,2026,4,11,0,32625.434184675836,120,1.2,-20542.434184675836
838,19593,4,0,2,0,0,2026,4,24,0,32625.434184675836,130,1.5,-13032.434184675836
839,5231,1,3,2,4,0,2026,1,29,0,10593.915413533834,162,1.5,-5362.915413533834
840,6084,2,2,1,4,0,2026,4,1,0,4237.168674698795,139,1.2,1846.8313253012047
841,9505,3,11,0,4,0,2026,4,27,0,20874.974,170,1.0,-11369.973999999998
842,15822,4,17,0,2,0,2026,5,17,0,32625.434184675836,136,1.0,-16803.434184675836
843,3980,5,19,0,4,0,2026,3,28,0,4002.865800865801,109,1.0,-22.865800865800793
844,3316,0,20,0,4,0,2026,3,27,0,12712.13627254509,161,1.0,-9396.13627254509
845,13257,3,13,0,4,0,2026,1,25,0,20874.974,161,1.0,-7617.973999999998
846,973,2,2,0,1,0,2026,2,2,0,4237.168674698795,139,1.0,-3264.1686746987953
847,18045,1,7,1,2,0,2026,3,4,0,10593.915413533834,201,1.2,7451.084586466166
848,20541,3,8,0,0,0,2026,6,23,0,20874.974,169,1.0,-333.97399999999834
849,19519,0,20,0,3,0,2026,4,30,0,12712.13627254509,161,1.0,6806.863727454909
850,13641,1,12,1,3,0,2026,6,15,0,10593.915413533834,169,1.2,3047.084586466166
851,6046,2,16,2,4,1,2026,3,25,0,4237.168674698795,119,1.5,1808.8313253012047
852,1156,2,16,0,3,0,2026,3,14,0,4237.168674698795,119,1.0,-3081.1686746987953
853,7250,2,15,1,3,0,2026,6,3,0,4237.168674698795,117,1.2,3012.8313253012047
854,14471,1,3,0,1,0,2026,1,11,0,10593.915413533834,162,1.0,3877.084586466166
855,7075,5,14,2,4,1,2026,6,9,0,4002.865800865801,128,1.5,3072.134199134199
856,10075,1,3,1,0,0,2026,6,16,0,10593.915413533834,162,1.2,-518.915413533834
857,24536,0,5,1,0,0,2026,6,18,0,12712.13627254509,188,1.2,11823.86372745491
858,49726,4,17,0,3,0,2026,4,27,0,32625.434184675836,136,1.0,17100.565815324164
859,12245,0,9,0,0,0,2026,1,31,0,12712.13627254509,150,1.0,-467.13627254509083
860,6793,2,15,1,4,0,2026,3,1,0,4237.168674698795,117,1.2,2555.8313253012047
861,59568,4,4,2,0,1,2026,6,6,1,32625.434184675836,123,1.5,26942.565815324164
862,18863,4,6,0,2,0,2026,5,22,0,32625.434184675836,120,1.0,-13762.434184675836
863,21602,4,4,1,3,0,2026,1,19,0,32625.434184675836,123,1.2,-11023.434184675836
864,17773,1,3,0,1,0,2026,1,4,0,10593.915413533834,162,1.0,7179.084586466166
865,14276,0,5,1,1,0,2026,6,4,0,12712.13627254509,188,1.2,1563.8637274549092
866,13652,0,5,0,3,0,2026,6,29,0,12712.13627254509,188,1.0,939.8637274549092
867,6536,5,14,2,3,0,2026,2,19,0,4002.865800865801,128,1.5,2533.134199134199
868,1208,5,14,2,2,0,2026,5,2,0,4002.865800865801,128,1.5,-2794.865800865801
869,6881,5,18,0,0,0,2026,1,14,0,4002.865800865801,104,1.0,2878.134199134199
870,5612,5,19,0,0,0,2026,1,25,0,4002.865800865801,109,1.0,1609.1341991341992
871,6878,5,14,2,4,0,2026,3,22,0,4002.865800865801,128,1.5,2875.134199134199
872,6284,5,1,0,1,0,2026,2,20,0,4002.865800865801,121,1.0,2281.134199134199
873,17090,3,13,0,4,0,2026,1,24,0,20874.974,161,1.0,-3784.9739999999983
874,39010,4,6,1,4,0,2026,1,22,0,32625.434184675836,120,1.2,6384.565815324164
875,47066,4,6,0,3,0,2026,1,15,0,32625.434184675836,120,1.0,14440.565815324164
876,2347,1,7,1,0,0,2026,1,31,0,10593.915413533834,201,1.2,-8246.915413533834
877,14393,3,11,1,3,0,2026,4,5,1,20874.974,170,1.2,-6481.973999999998
878,58513,4,17,2,0,0,2026,1,21,0,32625.434184675836,136,1.5,25887.565815324164
879,4940,2,10,2,0,0,2026,4,20,0,4237.168674698795,123,1.5,702.8313253012047
880,6265,3,11,2,4,0,2026,5,30,0,20874.974,170,1.5,-14609.973999999998
881,7619,0,5,1,2,0,2026,5,27,0,12712.13627254509,188,1.2,-5093.136272545091
882,5762,5,18,0,1,1,2026,6,1,0,4002.865800865801,104,1.0,1759.1341991341992
883,752,2,10,0,2,0,2026,6,16,0,4237.168674698795,123,1.0,-3485.1686746987953
884,44424,4,17,1,1,0,2026,3,4,0,32625.434184675836,136,1.2,11798.565815324164
885,33935,3,8,0,0,0,2026,6,28,0,20874.974,169,1.0,13060.026000000002
886,57703,4,0,0,2,0,2026,5,9,0,32625.434184675836,130,1.0,25077.565815324164
887,6430,2,10,1,3,0,2026,2,11,0,4237.168674698795,123,1.2,2192.8313253012047
888,2880,5,14,2,3,0,2026,3,25,0,4002.865800865801,128,1.5,-1122.8658008658008
889,24358,3,13,0,2,0,2026,2,12,0,20874.974,161,1.0,3483.0260000000017
890,50328,4,17,0,4,0,2026,3,14,0,32625.434184675836,136,1.0,17702.565815324164
891,8785,3,11,2,2,0,2026,2,6,1,20874.974,170,1.5,-12089.973999999998
892,1288,5,18,1,2,0,2026,1,19,0,4002.865800865801,104,1.2,-2714.865800865801
893,12131,0,5,2,2,0,2026,2,3,0,12712.13627254509,188,1.5,-581.1362725450908
894,55091,4,6,2,4,0,2026,3,1,0,32625.434184675836,120,1.5,22465.565815324164
895,6283,2,16,1,0,0,2026,5,15,0,4237.168674698795,119,1.2,2045.8313253012047
896,12399,0,5,1,2,0,2026,4,19,0,12712.13627254509,188,1.2,-313.13627254509083
897,1129,2,10,2,2,0,2026,6,22,0,4237.168674698795,123,1.5,-3108.1686746987953
898,5154,1,7,0,0,0,2026,2,23,0,10593.915413533834,201,1.0,-5439.915413533834
899,15053,0,20,1,3,0,2026,6,14,0,12712.13627254509,161,1.2,2340.863727454909
900,4283,2,16,1,4,0,2026,3,2,0,4237.168674698795,119,1.2,45.83132530120474
901,6346,0,9,2,3,0,2026,6,8,0,12712.13627254509,150,1.5,-6366.136272545091
902,6852,2,10,0,0,0,2026,1,15,0,4237.168674698795,123,1.0,2614.8313253012047
903,16774,1,7,0,3,0,2026,5,26,0,10593.915413533834,201,1.0,6180.084586466166
904,2774,5,14,0,1,0,2026,4,18,0,4002.865800865801,128,1.0,-1228.8658008658008
905,12051,3,8,1,3,0,2026,4,12,0,20874.974,169,1.2,-8823.973999999998
906,3657,1,12,1,1,0,2026,3,1,0,10593.915413533834,169,1.2,-6936.915413533834
907,57501,4,4,0,3,0,2026,3,5,1,32625.434184675836,123,1.0,24875.565815324164
908,6913,5,18,2,3,0,2026,5,25,0,4002.865800865801,104,1.5,2910.134199134199
909,11780,4,4,0,4,0,2026,2,25,0,32625.434184675836,123,1.0,-20845.434184675836
910,35803,4,17,2,2,0,2026,1,1,0,32625.434184675836,136,1.5,3177.565815324164
911,12282,4,0,2,3,0,2026,2,15,0,32625.434184675836,130,1.5,-20343.434184675836
912,17830,1,12,2,2,0,2026,5,16,0,10593.915413533834,169,1.5,7236.084586466166
913,19130,0,9,1,2,0,2026,6,12,0,12712.13627254509,150,1.2,6417.863727454909
914,16767,0,9,0,0,0,2026,3,5,1,12712.13627254509,150,1.0,4054.863727454909
915,9106,3,8,1,1,0,2026,1,13,0,20874.974,169,1.2,-11768.973999999998
916,27714,4,6,1,1,0,2026,1,6,1,32625.434184675836,120,1.2,-4911.434184675836
917,12739,0,9,0,0,0,2026,5,3,0,12712.13627254509,150,1.0,26.863727454909167
918,1550,1,7,2,4,0,2026,1,21,0,10593.915413533834,201,1.5,-9043.915413533834
919,3111,1,7,2,4,0,2026,3,25,0,10593.915413533834,201,1.5,-7482.915413533834
920,14062,4,17,1,0,0,2026,2,6,1,32625.434184675836,136,1.2,-18563.434184675836
921,32387,3,11,0,4,0,2026,6,3,0,20874.974,170,1.0,11512.026000000002
922,14769,1,3,0,4,0,2026,3,30,0,10593.915413533834,162,1.0,4175.084586466166
923,5761,1,7,2,4,0,2026,6,19,0,10593.915413533834,201,1.5,-4832.915413533834
924,22622,0,5,0,1,0,2026,2,6,1,12712.13627254509,188,1.0,9909.86372745491
925,6154,2,2,2,1,0,2026,2,12,0,4237.168674698795,139,1.5,1916.8313253012047
926,1446,2,15,1,3,0,2026,3,30,0,4237.168674698795,117,1.2,-2791.1686746987953
927,2161,5,14,2,4,0,2026,2,4,0,4002.865800865801,128,1.5,-1841.8658008658008
928,41074,4,17,1,0,0,2026,6,3,0,32625.434184675836,136,1.2,8448.565815324164
929,8562,1,7,1,1,0,2026,5,18,0,10593.915413533834,201,1.2,-2031.915413533834
930,26729,4,17,0,4,0,2026,6,27,0,32625.434184675836,136,1.0,-5896.434184675836
931,18709,0,5,1,0,0,2026,5,14,0,12712.13627254509,188,1.2,5996.863727454909
932,6860,5,1,0,3,0,2026,4,28,0,4002.865800865801,121,1.0,2857.134199134199
